ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480485/d001s0032.jpg,Cicindela campestris,Cicindela campestris,Cicindela campestris,Cicindela campestris,Cicindela campestris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308804/d089s0138.jpg,Bembidion aeneum,Amara tibialis,Amara tibialis,Bembidion biguttatum,Bembidion biguttatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4471202/d206s0273.jpg,Masoreus wetterhallii,Dicheirotrichus placidus,Dicheirotrichus placidus,Bembidion mannerheimii,Dicheirotrichus placidus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308787/d038s0133.jpg,Nebria complanata,Nebria complanata,Nebria complanata,Nebria complanata,Nebria complanata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d174s0334.jpg,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475794/d199s0071.jpg,Anthracus consputus,Dicheirotrichus placidus,Anchomenus dorsalis,Acupalpus meridianus,Anthracus consputus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756874/d052s0044.jpg,Dyschirius thoracicus,Dyschirius thoracicus,Dyschirius thoracicus,Bembidion clarkei,Dyschirius thoracicus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757310/d208s0526.jpg,Demetrias atricapillus,Demetrias atricapillus,Demetrias atricapillus,Demetrias atricapillus,Demetrias atricapillus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474146/d139s0203.jpg,Oxypselaphus obscurus,Epaphius secalis,Epaphius secalis,Acupalpus brunnipes,Ocys harpaloides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480485/d001s0053.jpg,Cicindela campestris,Cicindela campestris,Cicindela campestris,Cicindela campestris,Cicindela campestris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097906/d200s0092.jpg,Chlaenius nigricornis,Harpalus affinis,Chlaenius nigricornis,Agonum nigrum,Chlaenius nigricornis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988447/d150s0377.jpg,Agonum thoreyi,Agonum thoreyi,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873271/d214s0035.jpg,Microlestes maurus,Acupalpus brunnipes,Syntomus foveatus,Bembidion mannerheimii,Syntomus foveatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036154/d090s0293.jpg,Bembidion guttula,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308786/d063s0445.jpg,Tachys scutellaris,Demetrias monostigma,Philorhizus melanocephalus,Philorhizus melanocephalus,Philorhizus melanocephalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753720/d108s0054.jpg,Poecilus versicolor,Poecilus cupreus,Poecilus versicolor,Poecilus cupreus,Poecilus cupreus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035578/d035s0134.jpg,Nebria brevicollis,Pterostichus cristatus,Nebria brevicollis,Leistus spinibarbis,Leistus spinibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755952/d196s0177.jpg,Stenolophus mixtus,Ocys harpaloides,Calathus mollis,Amara bifrons,Oxypselaphus obscurus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8300237/d083s0435.jpg,Bembidion schueppelii,Dyschirius thoracicus,Bembidion obtusum,Microlestes maurus,Bembidion mannerheimii
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d174s0285.jpg,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872147/d083s0096.jpg,Bembidion gilvipes,Aepus marinus,Aepus marinus,Aepus marinus,Aepus marinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755952/d196s0136.jpg,Stenolophus mixtus,Stenolophus mixtus,Stenolophus mixtus,Calathus melanocephalus,Calathus mollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473127/d169s0027.jpg,Amara consularis,Harpalus rufipalpis,Amara similata,Amara apricaria,Amara similata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7856746/d118s0043.jpg,Pterostichus melanarius,Amara aulica,Pterostichus melanarius,Pterostichus madidus,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097930/d059s0077.jpg,Epaphius secalis,Epaphius secalis,Epaphius secalis,Epaphius secalis,Epaphius secalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755954/d196s0067.jpg,Stenolophus skrimshiranus,Stenolophus skrimshiranus,Stenolophus skrimshiranus,Calathus melanocephalus,Stenolophus skrimshiranus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755027/d154s0223.jpg,Agonum nigrum,Agonum nigrum,Agonum fuliginosum,Agonum nigrum,Platynus assimilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755986/d194s0664.jpg,Bradycellus ruficollis,Bradycellus ruficollis,Bradycellus ruficollis,Acupalpus dubius,Bradycellus ruficollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308812/d191s0122.jpg,Anisodactylus poeciloides,Anisodactylus binotatus,Anisodactylus binotatus,Abax parallelepipedus,Anisodactylus binotatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0082.jpg,Loricera pilicornis,Agonum micans,Loricera pilicornis,Pterostichus vernalis,Loricera pilicornis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d174s0195.jpg,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755986/d194s0713.jpg,Bradycellus ruficollis,Bradycellus ruficollis,Bradycellus ruficollis,Bradycellus ruficollis,Bradycellus harpalinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8264200/d043s0380.jpg,Notiophilus palustris,Bembidion properans,Bembidion properans,Bembidion lampros,Notiophilus palustris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472858/d160s0347.jpg,Amara eurynota,Amara eurynota,Amara eurynota,Amara ovata,Amara eurynota
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756874/d052s0090.jpg,Dyschirius thoracicus,Dyschirius tristis,Bembidion clarkei,Dyschirius politus,Dyschirius thoracicus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757192/d211s0045.jpg,Dromius angustus,Badister sodalis,Dromius meridionalis,Acupalpus dorsalis,Dromius angustus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872109/d065s0035.jpg,Ocys harpaloides,Amara tibialis,Bembidion tetracolum,Acupalpus dubius,Bembidion monticola
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1037319/d060s0068.jpg,Trechus obtusus,Acupalpus flavicollis,Acupalpus flavicollis,Acupalpus flavicollis,Bembidion guttula
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9206709/d149s0190.jpg,Agonum piceum,Agonum piceum,Agonum piceum,Agonum thoreyi,Agonum thoreyi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7708350/d121s0063.jpg,Pterostichus nigrita,Poecilus cupreus,Pterostichus nigrita,Pterostichus melanarius,Pterostichus nigrita
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4476667/d061s0205.jpg,Trechus quadristriatus,Philorhizus melanocephalus,Badister sodalis,Paradromius linearis,Trechoblemus micros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8378220/d183s0030.jpg,Harpalus serripes,Harpalus laevipes,Harpalus tardus,Ophonus rufibarbis,Harpalus rufipalpis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7582513/d063s0143.jpg,Elaphropus bistriatus,Dyschirius globosus,Elaphropus walkerianus,Dyschirius globosus,Elaphropus bistriatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5754974/d142s0411.jpg,Anchomenus dorsalis,Paranchus albipes,Anchomenus dorsalis,Anchomenus dorsalis,Anchomenus dorsalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9364935/d042s0180.jpg,Notiophilus biguttatus,Notiophilus rufipes,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475677/d197s0446.jpg,Acupalpus dubius,Badister sodalis,Bembidion ephippium,Acupalpus dorsalis,Tachys scutellaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474146/d139s0581.jpg,Oxypselaphus obscurus,Paranchus albipes,Oxypselaphus obscurus,Leistus ferrugineus,Leistus fulvibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872124/d087s0409.jpg,Bembidion articulatum,Dicheirotrichus placidus,Bembidion quadrimaculatum,Bembidion lampros,Bembidion lunatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097871/d077s0057.jpg,Bembidion fluviatile,Bembidion fluviatile,Bembidion fluviatile,Bembidion fluviatile,Bembidion fluviatile
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873220/d176s0334.jpg,Harpalus anxius,Amara tibialis,Harpalus anxius,Amara familiaris,Harpalus anxius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755060/d151s0249.jpg,Agonum emarginatum,Agonum emarginatum,Agonum emarginatum,Agonum viduum,Agonum viduum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755082/d148s0090.jpg,Agonum micans,Agonum micans,Agonum micans,Agonum micans,Bembidion tetracolum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035578/d034s0202.jpg,Nebria brevicollis,Anisodactylus nemorivagus,Pterostichus nigrita,Nebria brevicollis,Nebria brevicollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755451/d128s0081.jpg,Calathus rotundicollis,Calathus erratus,Calathus rotundicollis,Ophonus azureus,Calathus rotundicollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4471235/d206s0178.jpg,Panagaeus bipustulatus,Panagaeus bipustulatus,Panagaeus cruxmajor,Panagaeus bipustulatus,Panagaeus bipustulatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097924/d184s0377.jpg,Harpalus tardus,Harpalus rubripes,Harpalus tardus,Harpalus rubripes,Harpalus rubripes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7792354/d082s0474.jpg,Bembidion nigropiceum,Asaphidion pallipes,Bembidion laterale,Bembidion laterale,Bembidion laterale
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9346940/d040s0054.jpg,Notiophilus aquaticus,Notiophilus germinyi,Notiophilus aquaticus,Notiophilus germinyi,Notiophilus germinyi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873220/d176s0019.jpg,Harpalus anxius,Pterostichus vernalis,Harpalus anxius,Pterostichus vernalis,Harpalus anxius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4471269/d112s0099.jpg,Pedius longicollis,Pterostichus minor,Pedius longicollis,Pterostichus diligens,Pterostichus minor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756374/d102s0361.jpg,Pogonus chalceus,Bembidion monticola,Amara famelica,Amara anthobia,Agonum ericeti
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755296/d130s0163.jpg,Calathus erratus,Dicheirotrichus gustavii,Ophonus rufibarbis,Calathus melanocephalus,Calathus erratus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7642452/d116s0326.jpg,Pterostichus oblongopunctatus,Pterostichus oblongopunctatus,Pterostichus oblongopunctatus,Loricera pilicornis,Pterostichus oblongopunctatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097927/d180s0152.jpg,Harpalus neglectus,Calathus fuscipes,Harpalus anxius,Harpalus anxius,Harpalus anxius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9364935/d041s0163.jpg,Notiophilus biguttatus,Notiophilus aquaticus,Amara aenea,Notiophilus biguttatus,Bembidion bipunctatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872147/d083s0004.jpg,Bembidion gilvipes,Dyschirius globosus,Bembidion minimum,Dyschirius globosus,Elaphropus bistriatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0257.jpg,Loricera pilicornis,Platyderus depressus,Loricera pilicornis,Loricera pilicornis,Loricera pilicornis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036893/d051s0640.jpg,Clivina fossor,Clivina fossor,Pterostichus strenuus,Pterostichus strenuus,Clivina fossor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755075/d155s0232.jpg,Agonum viduum,Agonum viduum,Agonum viduum,Agonum emarginatum,Agonum viduum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7975487/d122s0393.jpg,Pterostichus vernalis,Pterostichus anthracinus,Agonum nigrum,Ophonus rupicola,Pterostichus vernalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308815/d057s0282.jpg,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035204/d159s0115.jpg,Amara anthobia,Amara anthobia,Amara familiaris,Amara anthobia,Amara anthobia
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873218/d181s0083.jpg,Harpalus rubripes,Harpalus anxius,Harpalus tardus,Calathus micropterus,Harpalus rufipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036154/d090s0341.jpg,Bembidion guttula,Badister sodalis,Bembidion biguttatum,Acupalpus brunnipes,Bembidion lunulatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755978/d195s0232.jpg,Bradycellus sharpi,Bradycellus sharpi,Bradycellus harpalinus,Bradycellus sharpi,Bradycellus sharpi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308806/d085s0344.jpg,Bembidion minimum,Notiophilus biguttatus,Bembidion lampros,Notiophilus biguttatus,Bembidion lampros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475181/d188s0367.jpg,Ophonus rupicola,Harpalus rubripes,Paranchus albipes,Harpalus rubripes,Calathus mollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308787/d038s0026.jpg,Nebria complanata,Nebria complanata,Nebria complanata,Nebria complanata,Nebria complanata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d174s0433.jpg,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7888598/d058s0335.jpg,Aepopsis robinii,Aepopsis robinii,Aepopsis robinii,Aepopsis robinii,Aepus marinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9027622/d160s0045.jpg,Amara curta,Amara communis,Amara communis,Amara familiaris,Amara communis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755079/d145s0558.jpg,Agonum fuliginosum,Agonum muelleri,Agonum fuliginosum,Calathus melanocephalus,Agonum thoreyi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472913/d165s0123.jpg,Amara similata,Harpalus servus,Amara plebeja,Amara familiaris,Calathus mollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755203/d137s0017.jpg,Laemostenus complanatus,Pterostichus cristatus,Laemostenus complanatus,Amara convexiusculus,Laemostenus complanatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5716409/d053s0324.jpg,Dyschirius impunctipennis,Bembidion illigeri,Dyschirius impunctipennis,Bembidion obtusum,Dyschirius politus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308800/d084s0070.jpg,Bembidion fumigatum,Bembidion illigeri,Bembidion fumigatum,Anchomenus dorsalis,Anchomenus dorsalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036154/d090s0390.jpg,Bembidion guttula,Acupalpus dubius,Bembidion tetracolum,Acupalpus dubius,Bembidion lunulatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035434/d194s0495.jpg,Bradycellus harpalinus,Calathus melanocephalus,Bradycellus sharpi,Acupalpus dubius,Bradycellus sharpi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097886/d078s0096.jpg,Bembidion lunatum,Amara anthobia,Bembidion tetracolum,Amara apricaria,Bembidion tetracolum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036255/d075s0212.jpg,Bembidion bruxellense,Bembidion fluviatile,Bembidion tetracolum,Bembidion bruxellense,Bembidion maritimum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4476667/d061s0306.jpg,Trechus quadristriatus,Acupalpus meridianus,Trechus quadristriatus,Trechus quadristriatus,Trechus quadristriatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036192/d088s0441.jpg,Bembidion obtusum,Amara tibialis,Bembidion lampros,Bembidion obtusum,Bembidion lampros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475846/d203s0115.jpg,Licinus punctatulus,Licinus punctatulus,Licinus punctatulus,Licinus punctatulus,Licinus punctatulus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755296/d130s0079.jpg,Calathus erratus,Calathus erratus,Calathus erratus,Calathus erratus,Calathus erratus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473277/d156s0035.jpg,Zabrus tenebrioides,Zabrus tenebrioides,Zabrus tenebrioides,Oodes helopioides,Harpalus serripes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036216/d068s0477.jpg,Bembidion lampros,Bembidion properans,Bembidion lampros,Bembidion lampros,Bembidion lampros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308806/d085s0355.jpg,Bembidion minimum,Dyschirius aeneus,Dyschirius aeneus,Dyschirius aeneus,Dyschirius aeneus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872111/d100s0428.jpg,Bembidion lunulatum,Platyderus depressus,Bembidion iricolor,Bembidion clarkei,Bembidion iricolor
