ImageFilePath,Genus,ScientificName,Dataset
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872127/d074s0285.jpg,Bembidion,Bembidion tibiale,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478679/d064s0561.jpg,Asaphidion,Asaphidion stierlini,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8378220/d183s0020.jpg,Harpalus,Harpalus serripes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756945/d054s0104.jpg,Dyschirius,Dyschirius tristis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480302/d210s0192.jpg,Paradromius,Paradromius linearis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d174s0412.jpg,Harpalus,Harpalus affinis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753720/d108s0046.jpg,Poecilus,Poecilus versicolor,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872129/d076s0081.jpg,Bembidion,Bembidion decorum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755339/d179s0123.jpg,Harpalus,Harpalus latus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9346940/d040s0075.jpg,Notiophilus,Notiophilus aquaticus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756374/d102s0466.jpg,Pogonus,Pogonus chalceus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097883/d071s0610.jpg,Bembidion,Bembidion varium,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753725/d107s0140.jpg,Poecilus,Poecilus lepidus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8267077/d198s0383.jpg,Acupalpus,Acupalpus dorsalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473903/d031s0152.jpg,Leistus,Leistus spinibarbis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9314786/d114s0007.jpg,Pterostichus,Pterostichus niger,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9314786/d115s0012.jpg,Pterostichus,Pterostichus niger,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7613168/d109s0044.jpg,Pterostichus,Pterostichus aethiops,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036899/d051s0360.jpg,Clivina,Clivina collaris,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036203/d067s0310.jpg,Bembidion,Bembidion properans,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9314786/d114s0051.jpg,Pterostichus,Pterostichus niger,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308806/d085s0249.jpg,Bembidion,Bembidion minimum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1037319/d060s0122.jpg,Trechus,Trechus obtusus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5754974/d142s0218.jpg,Anchomenus,Anchomenus dorsalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7856746/d117s0099.jpg,Pterostichus,Pterostichus melanarius,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480348/d213s0442.jpg,Philorhizus,Philorhizus notatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988363/d132s0007.jpg,Calathus,Calathus fuscipes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8600499/d166s0016.jpg,Amara,Amara tibialis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757211/d211s0452.jpg,Dromius,Dromius meridionalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475099/d186s0248.jpg,Ophonus,Ophonus ardosiacus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756945/d054s0232.jpg,Dyschirius,Dyschirius tristis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872829/d011s0020.jpg,Carabus,Carabus arvensis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7975487/d122s0028.jpg,Pterostichus,Pterostichus vernalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7582513/d063s0001.jpg,Elaphropus,Elaphropus bistriatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757310/d208s0513.jpg,Demetrias,Demetrias atricapillus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7873810/d123s0055.jpg,Pterostichus,Pterostichus diligens,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988516/d039s0094.jpg,Pelophila,Pelophila borealis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308804/d089s0330.jpg,Bembidion,Bembidion aeneum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480315/d213s0182.jpg,Philorhizus,Philorhizus melanocephalus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475757/d193s0091.jpg,Dicheirotrichus,Dicheirotrichus cognatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755079/d145s0280.jpg,Agonum,Agonum fuliginosum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753725/d107s0095.jpg,Poecilus,Poecilus lepidus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036203/d067s0372.jpg,Bembidion,Bembidion properans,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873271/d214s0371.jpg,Microlestes,Microlestes maurus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8300237/d083s0426.jpg,Bembidion,Bembidion schueppelii,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7888598/d058s0329.jpg,Aepopsis,Aepopsis robinii,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475685/d197s0031.jpg,Acupalpus,Acupalpus brunnipes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872109/d065s0393.jpg,Ocys,Ocys harpaloides,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097930/d059s0220.jpg,Epaphius,Epaphius secalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756814/d065s0139.jpg,Ocys,Ocys quinquestriatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755322/d129s0197.jpg,Calathus,Calathus cinctus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5754974/d142s0057.jpg,Anchomenus,Anchomenus dorsalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8104778/d079s0010.jpg,Bembidion,Bembidion saxatile,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474146/d139s0569.jpg,Oxypselaphus,Oxypselaphus obscurus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036216/d068s0483.jpg,Bembidion,Bembidion lampros,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097906/d200s0021.jpg,Chlaenius,Chlaenius nigricornis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035551/d049s0511.jpg,Elaphrus,Elaphrus riparius,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872147/d083s0007.jpg,Bembidion,Bembidion gilvipes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475677/d197s0459.jpg,Acupalpus,Acupalpus dubius,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755952/d194s0607.jpg,Stenolophus,Stenolophus mixtus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473319/d047s0037.jpg,Elaphrus,Elaphrus cupreus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9377664/d071s0313.jpg,Bembidion,Bembidion obliquum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873220/d176s0208.jpg,Harpalus,Harpalus anxius,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308801/d078s0377.jpg,Bembidion,Bembidion maritimum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7641814/d111s0187.jpg,Pterostichus,Pterostichus madidus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473127/d169s0142.jpg,Amara,Amara consularis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478699/d064s0374.jpg,Asaphidion,Asaphidion curtum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755986/d194s0708.jpg,Bradycellus,Bradycellus ruficollis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4476667/d061s0139.jpg,Trechus,Trechus quadristriatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036128/d086s0449.jpg,Bembidion,Bembidion quadrimaculatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474861/d007s0104.jpg,Brachinus,Brachinus crepitans,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036958/d057s0087.jpg,Miscodera,Miscodera arctica,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474974/d216s0001.jpg,Odacantha,Odacantha melanura,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308815/d057s0086.jpg,Broscus,Broscus cephalotes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473277/d156s0011.jpg,Zabrus,Zabrus tenebrioides,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035578/d034s0150.jpg,Nebria,Nebria brevicollis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4479052/d082s0255.jpg,Bembidion,Bembidion illigeri,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035204/d159s0321.jpg,Amara,Amara anthobia,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9346940/d040s0037.jpg,Notiophilus,Notiophilus aquaticus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755080/d147s0015.jpg,Agonum,Agonum gracile,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9206709/d149s0009.jpg,Agonum,Agonum piceum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872954/d009s0088.jpg,Calosoma,Calosoma inquisitor,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4476667/d061s0310.jpg,Trechus,Trechus quadristriatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035231/d168s0248.jpg,Amara,Amara apricaria,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7873810/d123s0159.jpg,Pterostichus,Pterostichus diligens,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755079/d145s0608.jpg,Agonum,Agonum fuliginosum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757308/d208s0738.jpg,Demetrias,Demetrias monostigma,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9314786/d114s0131.jpg,Pterostichus,Pterostichus niger,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475127/d187s0063.jpg,Ophonus,Ophonus melletii,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9533851/d086s0469.jpg,Bembidion,Bembidion doris,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872127/d074s0301.jpg,Bembidion,Bembidion tibiale,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0313.jpg,Loricera,Loricera pilicornis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035194/d170s0232.jpg,Amara,Amara aulica,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036128/d086s0178.jpg,Bembidion,Bembidion quadrimaculatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478842/d086s0575.jpg,Bembidion,Bembidion quadripustulatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475140/d189s0701.jpg,Ophonus,Ophonus rufibarbis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097872/d078s0151.jpg,Bembidion,Bembidion monticola,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0359.jpg,Loricera,Loricera pilicornis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036216/d068s0134.jpg,Bembidion,Bembidion lampros,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d175s0061.jpg,Harpalus,Harpalus affinis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035185/d158s0019.jpg,Amara,Amara aenea,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097897/d044s0048.jpg,Notiophilus,Notiophilus quadripunctatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872127/d074s0295.jpg,Bembidion,Bembidion tibiale,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036893/d051s0485.jpg,Clivina,Clivina fossor,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5716409/d054s0484.jpg,Dyschirius,Dyschirius impunctipennis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872111/d100s0512.jpg,Bembidion,Bembidion lunulatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756814/d065s0014.jpg,Ocys,Ocys quinquestriatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308790/d192s0155.jpg,Dicheirotrichus,Dicheirotrichus obsoletus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9364935/d042s0077.jpg,Notiophilus,Notiophilus biguttatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9581584/d135s0050.jpg,Calathus,Calathus mollis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035931/d080s0390.jpg,Bembidion,Bembidion tetracolum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474998/d190s0073.jpg,Anisodactylus,Anisodactylus nemorivagus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097882/d073s0380.jpg,Bembidion,Bembidion atrocaeruleum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757308/d208s0724.jpg,Demetrias,Demetrias monostigma,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308815/d056s0023.jpg,Broscus,Broscus cephalotes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8137203/d143s0227.jpg,Platynus,Platynus assimilis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872219/d058s0021.jpg,Perileptus,Perileptus areolatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756368/d102s0603.jpg,Pogonus,Pogonus luridipennis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755080/d147s0250.jpg,Agonum,Agonum gracile,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0173.jpg,Loricera,Loricera pilicornis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308806/d085s0432.jpg,Bembidion,Bembidion minimum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308812/d191s0038.jpg,Anisodactylus,Anisodactylus poeciloides,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8335452/d075s0340.jpg,Bembidion,Bembidion bualei,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035551/d049s0448.jpg,Elaphrus,Elaphrus riparius,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9268484/d171s0055.jpg,Amara,Amara convexiusculus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035551/d049s0372.jpg,Elaphrus,Elaphrus riparius,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472828/d157s0132.jpg,Amara,Amara plebeja,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097867/d101s0084.jpg,Bembidion,Bembidion mannerheimii,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755978/d195s0516.jpg,Bradycellus,Bradycellus sharpi,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474146/d139s0508.jpg,Oxypselaphus,Oxypselaphus obscurus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988516/d039s0010.jpg,Pelophila,Pelophila borealis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7975487/d122s0017.jpg,Pterostichus,Pterostichus vernalis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755060/d151s0114.jpg,Agonum,Agonum emarginatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9364935/d041s0327.jpg,Notiophilus,Notiophilus biguttatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872124/d087s0116.jpg,Bembidion,Bembidion articulatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097878/d076s0576.jpg,Bembidion,Bembidion deletum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4470765/d026s0100.jpg,Carabus,Carabus violaceus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097886/d078s0280.jpg,Bembidion,Bembidion lunatum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475908/d104s0180.jpg,Patrobus,Patrobus assimilis,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474169/d140s0484.jpg,Paranchus,Paranchus albipes,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755322/d129s0122.jpg,Calathus,Calathus cinctus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097854/d202s0026.jpg,Callistus,Callistus lunatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035195/d161s0343.jpg,Amara,Amara familiaris,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873214/d177s0132.jpg,Harpalus,Harpalus attenuatus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755952/d196s0171.jpg,Stenolophus,Stenolophus mixtus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755978/d195s0508.jpg,Bradycellus,Bradycellus sharpi,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7708350/d121s0315.jpg,Pterostichus,Pterostichus nigrita,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097867/d101s0103.jpg,Bembidion,Bembidion mannerheimii,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756374/d102s0503.jpg,Pogonus,Pogonus chalceus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480200/d212s0084.jpg,Calodromius,Calodromius spilotus,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035931/d080s0265.jpg,Bembidion,Bembidion tetracolum,BritishCarabids
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036128/d086s0180.jpg,Bembidion,Bembidion quadrimaculatum,BritishCarabids
