ImageFilePath,Genus,ScientificName,Predictions,PredGenus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0110.JPG/e17d22bc-edb8-4a1c-914d-12a2957cc66f.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0110.JPG/e17d22bc-edb8-4a1c-914d-12a2957cc66f.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.3515988290309906}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0110.JPG/d0ad8080-8011-4b2f-b489-21368c9abad8.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0110.JPG/d0ad8080-8011-4b2f-b489-21368c9abad8.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.43291789293289185}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/b7161ab3-7b1b-4731-9248-7d5ad10fd36f.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/b7161ab3-7b1b-4731-9248-7d5ad10fd36f.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.8724648356437683}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/c3bceb79-aeb7-48b8-811d-652dca6efb32.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/c3bceb79-aeb7-48b8-811d-652dca6efb32.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Semiardistomis', 'score': 0.5281975269317627}",Semiardistomis
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/4f19a9a2-d244-434b-8777-3d0ed198a9d4.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/4f19a9a2-d244-434b-8777-3d0ed198a9d4.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Cymindis', 'score': 0.38850951194763184}",Cymindis
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/09065f87-cac4-4a1f-ab91-388ad94c32bc.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0111.JPG/09065f87-cac4-4a1f-ab91-388ad94c32bc.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Cymindis', 'score': 0.40342262387275696}",Cymindis
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/ee898d01-0f58-4143-99ab-7eb02dd2d848.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/ee898d01-0f58-4143-99ab-7eb02dd2d848.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Haplanister', 'score': 0.22144028544425964}",Haplanister
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/181e1f8c-7e94-47b4-80aa-1e06e3a152de.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/181e1f8c-7e94-47b4-80aa-1e06e3a152de.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.4726831912994385}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/d7d085dc-6237-42d8-a793-c8ee9d871bd7.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/d7d085dc-6237-42d8-a793-c8ee9d871bd7.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Pseudoceneus', 'score': 0.19866283237934113}",Pseudoceneus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/a90cf6e9-9d47-49d8-829b-753e2a28aa0f.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0112.JPG/a90cf6e9-9d47-49d8-829b-753e2a28aa0f.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Pterostichus', 'score': 0.34637731313705444}",Pterostichus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/e51e53e8-2913-46b6-8a64-d388ead321b9.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/e51e53e8-2913-46b6-8a64-d388ead321b9.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.5329571962356567}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/0dae5c68-fafb-4d02-bcc4-7edb559a8030.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/0dae5c68-fafb-4d02-bcc4-7edb559a8030.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Laemostenus', 'score': 0.3069517910480499}",Laemostenus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/ed639996-80c6-4976-86a5-ee9a0c8a8eaf.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/ed639996-80c6-4976-86a5-ee9a0c8a8eaf.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Mecyclothorax', 'score': 0.2926912307739258}",Mecyclothorax
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/03bc10cf-cbef-4ec9-a9b9-2646692f5e43.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0113.JPG/03bc10cf-cbef-4ec9-a9b9-2646692f5e43.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Dyscolus', 'score': 0.4279164969921112}",Dyscolus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/0c51f734-2de2-4291-b4aa-9a1da3ce8aa6.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/0c51f734-2de2-4291-b4aa-9a1da3ce8aa6.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.2621777355670929}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/fe94629b-e981-4122-a97c-65e25c187a6f.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/fe94629b-e981-4122-a97c-65e25c187a6f.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.1908206343650818}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/01b9ade5-d5fb-4700-b740-c172521fb32c.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/01b9ade5-d5fb-4700-b740-c172521fb32c.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.19365310668945312}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/55b061bc-2b48-4fcb-a2ce-514d26e2a743.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0114.JPG/55b061bc-2b48-4fcb-a2ce-514d26e2a743.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.2689928412437439}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/24c8680a-9fd2-4861-8213-c53f09df937d.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/24c8680a-9fd2-4861-8213-c53f09df937d.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Agonum', 'score': 0.2423386573791504}",Agonum
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/3fd69fdc-73cc-489e-abbd-537c726f1745.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/3fd69fdc-73cc-489e-abbd-537c726f1745.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.25595083832740784}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/b2f836bb-50bd-48bf-bdaf-267c933d5bb8.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/b2f836bb-50bd-48bf-bdaf-267c933d5bb8.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Miscodera', 'score': 0.36301615834236145}",Miscodera
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/dfaaa577-2fb9-4429-bf01-d84a4dac4a48.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0115.JPG/dfaaa577-2fb9-4429-bf01-d84a4dac4a48.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Laemostenus', 'score': 0.400348961353302}",Laemostenus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/897d2ca3-d575-486d-a985-7016f6e964c4.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/897d2ca3-d575-486d-a985-7016f6e964c4.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Apenes', 'score': 0.2947811484336853}",Apenes
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/230ac36c-f28b-4a90-b9dd-ef7d884c0c89.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/230ac36c-f28b-4a90-b9dd-ef7d884c0c89.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Mecyclothorax', 'score': 0.4581514298915863}",Mecyclothorax
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/3067d8b6-8332-4b8a-aeb7-6a2140dd04e0.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/3067d8b6-8332-4b8a-aeb7-6a2140dd04e0.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.4793072044849396}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/48436788-fa60-466b-bc7d-4720d7e8895a.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0116.JPG/48436788-fa60-466b-bc7d-4720d7e8895a.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Stenolophus', 'score': 0.2878605127334595}",Stenolophus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/89a8df83-3610-4863-8b7e-79eacd6a5bf7.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/89a8df83-3610-4863-8b7e-79eacd6a5bf7.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Mecyclothorax', 'score': 0.3254924714565277}",Mecyclothorax
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/3407343b-c72d-4b8a-9272-77257d2a1bdf.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/3407343b-c72d-4b8a-9272-77257d2a1bdf.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Dyscolus', 'score': 0.1840115189552307}",Dyscolus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/2544082a-e8de-4f19-8b7c-cdb9eac83ff9.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/2544082a-e8de-4f19-8b7c-cdb9eac83ff9.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Platynus', 'score': 0.1535186916589737}",Platynus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/be2ee688-ac18-47fb-981c-be52aad50e51.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0117.JPG/be2ee688-ac18-47fb-981c-be52aad50e51.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Notagonum', 'score': 0.27782607078552246}",Notagonum
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/ebdc24c8-b46e-4c16-aad7-364cbb182897.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/ebdc24c8-b46e-4c16-aad7-364cbb182897.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Pterostichus', 'score': 0.19784040749073029}",Pterostichus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/13f7c252-be39-4721-897d-45e76d596f8d.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/13f7c252-be39-4721-897d-45e76d596f8d.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Mecyclothorax', 'score': 0.3483653664588928}",Mecyclothorax
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/94fda6dc-846b-4bde-a051-fb20cb40d77e.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/94fda6dc-846b-4bde-a051-fb20cb40d77e.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.31348174810409546}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/e9ffbb2a-6a14-4b83-a910-1281b6a5f020.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0118.JPG/e9ffbb2a-6a14-4b83-a910-1281b6a5f020.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Laemostenus', 'score': 0.6180849671363831}",Laemostenus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0119.JPG/eeebb388-e4dd-477f-92b0-2c8827ed291f.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0119.JPG/eeebb388-e4dd-477f-92b0-2c8827ed291f.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Miscodera', 'score': 0.2950058877468109}",Miscodera
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0119.JPG/8b089309-c10d-47ca-9680-c67ecbd5e61c.png,Mecyclothorax,Mecyclothorax konanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0119.JPG/8b089309-c10d-47ca-9680-c67ecbd5e61c.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Miscodera', 'score': 0.31488654017448425}",Miscodera
