annotation_uuid,BeetleID,BeetlePosition,ImageFileName,ImageSize,ImageFilePath,detection_coords,cropped_image_path,CollectionDate,SpeciesCode,ScientificName,Genus,Species,PlotID,TrapID,Plot_Trap,Barcoded?,Photographer,SD Card Number,Comment,SiteID,SiteName,SiteState,SiteDomainCode,SiteLatitude,SiteLongitude,SiteType,SiteTerrain,max_temp,min_temp,precipitation,rain_sum,snowfall_sum,precipitation_hours,wind_speed_max,wind_gusts_max,shortwave_radiation,evapotranspiration,weather_code,sunshine_duration
e17d22bc-edb8-4a1c-914d-12a2957cc66f,BET.D20.000036,2,IMG_0110.JPG,"6960, 4640",group_images/IMG_0110.JPG,"[2821, 2720, 3046, 3113]",individual_images/IMG_0110.JPG/e17d22bc-edb8-4a1c-914d-12a2957cc66f.png,2019-04-24,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,7.0,E,007E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,14.9,9.8,0.7,0.7,0.0,4.0,12.3,29.9,21.15,3.03,51.0,42183.39
d0ad8080-8011-4b2f-b489-21368c9abad8,BET.D20.000050,3,IMG_0110.JPG,"6960, 4640",group_images/IMG_0110.JPG,"[2746, 3599, 2964, 3984]",individual_images/IMG_0110.JPG/d0ad8080-8011-4b2f-b489-21368c9abad8.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,S,014S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
b7161ab3-7b1b-4731-9248-7d5ad10fd36f,BET.D20.000055,1,IMG_0111.JPG,"6960, 4640",group_images/IMG_0111.JPG,"[2819, 706, 3087, 1208]",individual_images/IMG_0111.JPG/b7161ab3-7b1b-4731-9248-7d5ad10fd36f.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,17.0,S,017S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
c3bceb79-aeb7-48b8-811d-652dca6efb32,BET.D20.000058,2,IMG_0111.JPG,"6960, 4640",group_images/IMG_0111.JPG,"[2726, 1838, 2968, 2301]",individual_images/IMG_0111.JPG/c3bceb79-aeb7-48b8-811d-652dca6efb32.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,8.0,E,008E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
4f19a9a2-d244-434b-8777-3d0ed198a9d4,BET.D20.000060,3,IMG_0111.JPG,"6960, 4640",group_images/IMG_0111.JPG,"[2852, 2687, 3131, 3207]",individual_images/IMG_0111.JPG/4f19a9a2-d244-434b-8777-3d0ed198a9d4.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
09065f87-cac4-4a1f-ab91-388ad94c32bc,BET.D20.000071,4,IMG_0111.JPG,"6960, 4640",group_images/IMG_0111.JPG,"[2934, 3371, 3285, 3859]",individual_images/IMG_0111.JPG/09065f87-cac4-4a1f-ab91-388ad94c32bc.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,8.0,E,008E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
ee898d01-0f58-4143-99ab-7eb02dd2d848,BET.D20.000072,1,IMG_0112.JPG,"6960, 4640",group_images/IMG_0112.JPG,"[3037, 1041, 3341, 1431]",individual_images/IMG_0112.JPG/ee898d01-0f58-4143-99ab-7eb02dd2d848.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
181e1f8c-7e94-47b4-80aa-1e06e3a152de,BET.D20.000085,2,IMG_0112.JPG,"6960, 4640",group_images/IMG_0112.JPG,"[2959, 1713, 3240, 2174]",individual_images/IMG_0112.JPG/181e1f8c-7e94-47b4-80aa-1e06e3a152de.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,E,006E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
d7d085dc-6237-42d8-a793-c8ee9d871bd7,BET.D20.000086,3,IMG_0112.JPG,"6960, 4640",group_images/IMG_0112.JPG,"[3055, 2581, 3261, 2982]",individual_images/IMG_0112.JPG/d7d085dc-6237-42d8-a793-c8ee9d871bd7.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,17.0,W,017W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
a90cf6e9-9d47-49d8-829b-753e2a28aa0f,BET.D20.000089,4,IMG_0112.JPG,"6960, 4640",group_images/IMG_0112.JPG,"[3185, 3420, 3368, 3866]",individual_images/IMG_0112.JPG/a90cf6e9-9d47-49d8-829b-753e2a28aa0f.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
e51e53e8-2913-46b6-8a64-d388ead321b9,BET.D20.000090,1,IMG_0113.JPG,"6960, 4640",group_images/IMG_0113.JPG,"[2134, 976, 2365, 1348]",individual_images/IMG_0113.JPG/e51e53e8-2913-46b6-8a64-d388ead321b9.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
0dae5c68-fafb-4d02-bcc4-7edb559a8030,BET.D20.000103,2,IMG_0113.JPG,"6960, 4640",group_images/IMG_0113.JPG,"[2271, 1672, 2552, 2114]",individual_images/IMG_0113.JPG/0dae5c68-fafb-4d02-bcc4-7edb559a8030.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
ed639996-80c6-4976-86a5-ee9a0c8a8eaf,BET.D20.000115,3,IMG_0113.JPG,"6960, 4640",group_images/IMG_0113.JPG,"[2463, 2639, 2714, 3052]",individual_images/IMG_0113.JPG/ed639996-80c6-4976-86a5-ee9a0c8a8eaf.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,17.0,S,017S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
03bc10cf-cbef-4ec9-a9b9-2646692f5e43,BET.D20.000122,4,IMG_0113.JPG,"6960, 4640",group_images/IMG_0113.JPG,"[2640, 3520, 2957, 3990]",individual_images/IMG_0113.JPG/03bc10cf-cbef-4ec9-a9b9-2646692f5e43.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,17.0,W,017W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
0c51f734-2de2-4291-b4aa-9a1da3ce8aa6,BET.D20.000125,1,IMG_0114.JPG,"6960, 4640",group_images/IMG_0114.JPG,"[2611, 1091, 2927, 1595]",individual_images/IMG_0114.JPG/0c51f734-2de2-4291-b4aa-9a1da3ce8aa6.png,2019-04-24,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,E,014E,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,14.9,9.8,0.7,0.7,0.0,4.0,12.3,29.9,21.15,3.03,51.0,42183.39
fe94629b-e981-4122-a97c-65e25c187a6f,BET.D20.000130,2,IMG_0114.JPG,"6960, 4640",group_images/IMG_0114.JPG,"[2670, 1893, 2913, 2359]",individual_images/IMG_0114.JPG/fe94629b-e981-4122-a97c-65e25c187a6f.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,E,014E,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
01b9ade5-d5fb-4700-b740-c172521fb32c,BET.D20.000133,3,IMG_0114.JPG,"6960, 4640",group_images/IMG_0114.JPG,"[2578, 2726, 2880, 3289]",individual_images/IMG_0114.JPG/01b9ade5-d5fb-4700-b740-c172521fb32c.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,17.0,E,017E,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
55b061bc-2b48-4fcb-a2ce-514d26e2a743,BET.D20.000139,4,IMG_0114.JPG,"6960, 4640",group_images/IMG_0114.JPG,"[2688, 3572, 2952, 4069]",individual_images/IMG_0114.JPG/55b061bc-2b48-4fcb-a2ce-514d26e2a743.png,2019-04-24,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,14.9,9.8,0.7,0.7,0.0,4.0,12.3,29.9,21.15,3.03,51.0,42183.39
24c8680a-9fd2-4861-8213-c53f09df937d,BET.D20.000144,1,IMG_0115.JPG,"6960, 4640",group_images/IMG_0115.JPG,"[2980, 806, 3307, 1242]",individual_images/IMG_0115.JPG/24c8680a-9fd2-4861-8213-c53f09df937d.png,2019-05-08,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,Y,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.8,10.8,1.6,1.6,0.0,7.0,14.8,32.4,13.95,2.12,53.0,23941.84
3fd69fdc-73cc-489e-abbd-537c726f1745,BET.D20.000146,2,IMG_0115.JPG,"6960, 4640",group_images/IMG_0115.JPG,"[2895, 1629, 3164, 2042]",individual_images/IMG_0115.JPG/3fd69fdc-73cc-489e-abbd-537c726f1745.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
b2f836bb-50bd-48bf-bdaf-267c933d5bb8,BET.D20.000150,3,IMG_0115.JPG,"6960, 4640",group_images/IMG_0115.JPG,"[2890, 2617, 3102, 3084]",individual_images/IMG_0115.JPG/b2f836bb-50bd-48bf-bdaf-267c933d5bb8.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
dfaaa577-2fb9-4429-bf01-d84a4dac4a48,BET.D20.000157,4,IMG_0115.JPG,"6960, 4640",group_images/IMG_0115.JPG,"[2956, 3455, 3321, 3851]",individual_images/IMG_0115.JPG/dfaaa577-2fb9-4429-bf01-d84a4dac4a48.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,S,014S,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
897d2ca3-d575-486d-a985-7016f6e964c4,BET.D20.000160,1,IMG_0116.JPG,"6960, 4640",group_images/IMG_0116.JPG,"[1681, 774, 1949, 1216]",individual_images/IMG_0116.JPG/897d2ca3-d575-486d-a985-7016f6e964c4.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,E,014E,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
230ac36c-f28b-4a90-b9dd-ef7d884c0c89,BET.D20.000163,2,IMG_0116.JPG,"6960, 4640",group_images/IMG_0116.JPG,"[1658, 1757, 1977, 2214]",individual_images/IMG_0116.JPG/230ac36c-f28b-4a90-b9dd-ef7d884c0c89.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
3067d8b6-8332-4b8a-aeb7-6a2140dd04e0,BET.D20.000164,3,IMG_0116.JPG,"6960, 4640",group_images/IMG_0116.JPG,"[1757, 2706, 2031, 3087]",individual_images/IMG_0116.JPG/3067d8b6-8332-4b8a-aeb7-6a2140dd04e0.png,2019-05-22,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,Y,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.1,9.9,9.5,9.5,0.0,9.0,10.9,27.4,20.76,3.28,61.0,28768.82
48436788-fa60-466b-bc7d-4720d7e8895a,BET.D20.000182,4,IMG_0116.JPG,"6960, 4640",group_images/IMG_0116.JPG,"[1877, 3592, 2367, 3917]",individual_images/IMG_0116.JPG/48436788-fa60-466b-bc7d-4720d7e8895a.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,E,014E,N,MK,1.0,Head is off,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
89a8df83-3610-4863-8b7e-79eacd6a5bf7,BET.D20.000191,1,IMG_0117.JPG,"6960, 4640",group_images/IMG_0117.JPG,"[3059, 616, 3386, 975]",individual_images/IMG_0117.JPG/89a8df83-3610-4863-8b7e-79eacd6a5bf7.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
3407343b-c72d-4b8a-9272-77257d2a1bdf,BET.D20.000192,2,IMG_0117.JPG,"6960, 4640",group_images/IMG_0117.JPG,"[3136, 1403, 3336, 1858]",individual_images/IMG_0117.JPG/3407343b-c72d-4b8a-9272-77257d2a1bdf.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
2544082a-e8de-4f19-8b7c-cdb9eac83ff9,BET.D20.000193,3,IMG_0117.JPG,"6960, 4640",group_images/IMG_0117.JPG,"[3152, 2503, 3353, 2904]",individual_images/IMG_0117.JPG/2544082a-e8de-4f19-8b7c-cdb9eac83ff9.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
be2ee688-ac18-47fb-981c-be52aad50e51,BET.D20.000204,4,IMG_0117.JPG,"6960, 4640",group_images/IMG_0117.JPG,"[3341, 3296, 3592, 3650]",individual_images/IMG_0117.JPG/be2ee688-ac18-47fb-981c-be52aad50e51.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,Y,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
ebdc24c8-b46e-4c16-aad7-364cbb182897,BET.D20.000214,1,IMG_0118.JPG,"6960, 4640",group_images/IMG_0118.JPG,"[2531, 475, 2843, 824]",individual_images/IMG_0118.JPG/ebdc24c8-b46e-4c16-aad7-364cbb182897.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,S,014S,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
13f7c252-be39-4721-897d-45e76d596f8d,BET.D20.000215,2,IMG_0118.JPG,"6960, 4640",group_images/IMG_0118.JPG,"[2591, 1162, 2829, 1561]",individual_images/IMG_0118.JPG/13f7c252-be39-4721-897d-45e76d596f8d.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,S,014S,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
94fda6dc-846b-4bde-a051-fb20cb40d77e,BET.D20.000224,3,IMG_0118.JPG,"6960, 4640",group_images/IMG_0118.JPG,"[2701, 1967, 3007, 2388]",individual_images/IMG_0118.JPG/94fda6dc-846b-4bde-a051-fb20cb40d77e.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,S,014S,Y,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
e9ffbb2a-6a14-4b83-a910-1281b6a5f020,BET.D20.000227,4,IMG_0118.JPG,"6960, 4640",group_images/IMG_0118.JPG,"[2884, 2792, 3082, 3247]",individual_images/IMG_0118.JPG/e9ffbb2a-6a14-4b83-a910-1281b6a5f020.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
eeebb388-e4dd-477f-92b0-2c8827ed291f,BET.D20.000228,1,IMG_0119.JPG,"6960, 4640",group_images/IMG_0119.JPG,"[3441, 624, 3632, 1039]",individual_images/IMG_0119.JPG/eeebb388-e4dd-477f-92b0-2c8827ed291f.png,2019-06-05,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,14.0,W,014W,N,MK,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.2,9.5,5.2,5.2,0.0,12.0,13.6,31.7,15.14,2.33,55.0,44178.14
