ImageFilePath,Genus,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/22fafb75-7635-44d8-bc0c-46437faae7b3.png,Chlaenius,Nebria,Nebria,Amara,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/93bf7ce8-6cb3-41b2-9b1a-0496fe134b6e.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/979442fe-f8cd-49fa-af14-7cbf4a976889.png,Chlaenius,Leistus,Leistus,Leistus,Leistus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/4339f9a4-deeb-4b3a-bd49-4fa1ba47b1fe.png,Chlaenius,Ophonus,Leistus,Pterostichus,Leistus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/0473289f-06e9-46f7-9cff-0d49205e3661.png,Chlaenius,Ophonus,Leistus,Leistus,Leistus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/ddebadfc-95ab-4c1a-b243-b4961f8cb5ec.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/58b8ff3d-8872-4e34-84f9-db7ff3e4127b.png,Calosoma,Agonum,Chlaenius,Poecilus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/5f88c486-5b7d-4231-a520-271381c906b2.png,Calosoma,Agonum,Chlaenius,Chlaenius,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/0a5bb33e-9506-48dd-8a01-1c6b16de0cf0.png,Chlaenius,Ophonus,Chlaenius,Ophonus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/42b4c119-b550-4a71-ab14-a6092406b8ac.png,Harpalus,Ophonus,Pterostichus,Ophonus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/4db4c651-ab4c-4641-81a4-626d1be9e647.png,Calosoma,Agonum,Agonum,Anisodactylus,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/4b28e500-2970-4540-b6b6-d5bceadcc6e9.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/2aadacb0-a302-4bb5-8522-61fb55e2b07f.png,Cicindela,Cicindela,Cicindela,Bembidion,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/80d1167a-ed1c-4b2a-b099-0d04f364f697.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/cc89813c-5571-4076-8afd-8a9b2e77d37a.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Stenolophus/lecontei/ccaa8ead-5e8e-49bd-a6ba-089a53a5484c.png,Stenolophus,Stenolophus,Dicheirotrichus,Badister,Stenolophus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/graciliforme/43cd0361-5572-4067-8a4c-0a7d1d5eb48f.png,Bembidion,Leistus,Leistus,Leistus,Leistus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Blemus/discus/b4c46fb4-5a5c-442d-97ac-75fc5a0633de.png,Blemus,Philorhizus,Oxypselaphus,Bembidion,Trechus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/0facd5b1-bd78-4fb5-99c0-db789de6f298.png,Harpalus,Ophonus,Pterostichus,Harpalus,Ophonus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/8d3ef811-b212-4378-8209-88c8aaae3a30.png,Poecilus,Leistus,Nebria,Pterostichus,Laemostenus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/c31eb143-c001-4226-a226-9caacaa2ab39.png,Chlaenius,Carabus,Laemostenus,Harpalus,Nebria
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/hirticollis/5e9efa28-1b62-457f-baca-956f01a4162f.png,Cicindela,Tachys,Dicheirotrichus,Bembidion,Paranchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/viridis/f319684e-f64e-4cbf-9efc-40ea72719f59.png,Lebia,Acupalpus,Dicheirotrichus,Badister,Broscus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/a661c22b-c69b-491a-b179-9f093dfe75ef.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/a1e40690-4aad-48cf-ae90-1e000681e21a.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/0c7c1588-a339-4311-a5a8-e1148a7d2f0c.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/1fe89238-cd97-45b3-9309-89b78e51b691.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/americanus/7363a813-33e9-42a1-9391-e9d3b8938b79.png,Elaphrus,Elaphrus,Cychrus,Elaphrus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/americanus/a7a46275-40cf-4012-8eee-e5a1038f7a4e.png,Elaphrus,Elaphrus,Calosoma,Elaphrus,Elaphrus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/americanus/5b4b2bb1-4250-4597-a111-1c51fbcefec4.png,Elaphrus,Acupalpus,Elaphrus,Harpalus,Elaphrus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Notiophilus/biguttatus/c32b68dd-d46f-4efb-b301-485aa9ddcdb3.png,Notiophilus,Notiophilus,Dicheirotrichus,Notiophilus,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Stenolophus/comma/d32b4922-acea-4f58-815a-6be73fda21b7.png,Stenolophus,Stenolophus,Dicheirotrichus,Dicheirotrichus,Nebria
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/sanctaecrucis/8113d559-e0a6-48eb-b43d-9e494fad37fb.png,Anisodactylus,Ophonus,Harpalus,Calathus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/25c89043-c782-4717-8e49-80e1abec55d6.png,Poecilus,Agonum,Carabus,Poecilus,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/e8ad8d74-8b7e-4fd7-af0f-6cc134dc058d.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/ac169c86-e260-4854-b4f4-d3e848d2895f.png,Chlaenius,Stenolophus,Ophonus,Harpalus,Ophonus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/809b2fae-18a2-435c-bc17-3f5f77d7212d.png,Cymindis,Acupalpus,Paranchus,Acupalpus,Anchomenus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/a6f0cda5-2982-40b2-94f1-770a44fa7785.png,Cymindis,Bradycellus,Paranchus,Ophonus,Paranchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/cf01d2f4-e0f9-4695-8103-58bc4048cc40.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/0f654a06-13e3-4aa3-83b3-603dcffb9215.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/3f61b2b7-0627-4563-a636-eb6c2f734c86.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/rusticus/16ef4219-7df5-4918-b6fb-31e3122f9e6e.png,Anisodactylus,Ophonus,Harpalus,Amara,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/e137c117-b561-4479-936b-f34fef43f0a0.png,Harpalus,Pterostichus,Paranchus,Pterostichus,Ophonus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/4479163c-c8a9-49f6-8dba-f76517618712.png,Harpalus,Bradycellus,Paranchus,Pterostichus,Paranchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/chalcites/f116b6d7-696c-4b25-ad5c-46383757c15a.png,Poecilus,Synuchus,Poecilus,Pterostichus,Poecilus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/4c8af361-9f84-4faf-bae9-588fa02c5cde.png,Chlaenius,Calosoma,Ophonus,Carabus,Ophonus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/aebabfe2-c1a3-4c9a-a80b-e397e4e0a2d3.png,Chlaenius,Calosoma,Ophonus,Agonum,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/0b4c293c-5e93-4c02-a77a-795853f0610a.png,Cymindis,Synuchus,Paranchus,Dicheirotrichus,Paranchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/5f13da6e-da8c-422b-bf39-9d9f51ade1e6.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/2f42637b-4fd8-491f-9f58-86f5d4aded9e.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/05678aba-bf31-4bf3-8cee-1e088484f823.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/4549fa24-b9eb-415c-8ddc-cbf9b9ae0f29.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/levettei/7b82006d-6b6a-4105-b51c-a74d784c06ea.png,Bembidion,Agonum,Laemostenus,Agonum,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/b72f5bf7-9452-474d-bec2-301ed89f83f3.png,Poecilus,Chlaenius,Poecilus,Poecilus,Poecilus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/grandis/d136331a-403b-4dcf-9288-a1723e90d19c.png,Lebia,Synuchus,Chlaenius,Nebria,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/grandis/494528ea-60a5-43f5-a8fb-aa9c683fd759.png,Lebia,Carabus,Anisodactylus,Agonum,Laemostenus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/grandis/059e83ca-7c9d-4a77-b737-5b50083a7129.png,Lebia,Stenolophus,Ophonus,Calathus,Brachinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/0347fc56-ca38-4b85-bb16-8d8b0d6dc73e.png,Calosoma,Agonum,Agonum,Poecilus,Calosoma
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/2e176621-64a8-448b-bef1-e468302cbcd5.png,Calosoma,Patrobus,Leistus,Ophonus,Calosoma
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/rubripes/c08a1d0a-1b79-40b7-a14c-a1423d08c1a9.png,Harpalus,Ophonus,Harpalus,Harpalus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/grandis/65ca7edb-a365-4e5c-a462-55389bb2ee8b.png,Lebia,Acupalpus,Ophonus,Bembidion,Broscus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Badister/neopulchellus/a944696e-17c9-4b2b-99cc-7d84976e09c0.png,Badister,Badister,Dicheirotrichus,Badister,Badister
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/atriventris/2aa255c5-7d37-4764-ab59-448ee193edd7.png,Lebia,Patrobus,Paranchus,Dicheirotrichus,Brachinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/viridis/3b8e9f90-6a95-4e72-b8ab-3139543d9101.png,Lebia,Dicheirotrichus,Chlaenius,Agonum,Anchomenus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Badister/neopulchellus/593a791c-5c37-4eea-b664-729c11e8d2ea.png,Badister,Badister,Badister,Badister,Badister
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Stenolophus/lineola/7343a65e-eae5-44ba-853c-8ba311b157c5.png,Stenolophus,Dicheirotrichus,Dicheirotrichus,Badister,Stenolophus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/rusticus/9a05c624-08be-4f7b-beb6-d0a07241ef56.png,Anisodactylus,Bradycellus,Broscus,Pterostichus,Oodes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/d5c9db4f-117f-4ac6-8e4e-9f09a4ebd040.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/e8229b3a-a7fa-413a-9fab-e8660625afbe.png,Harpalus,Synuchus,Harpalus,Leistus,Ophonus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/2ee2f12e-01ff-4377-99a6-31afad7a2308.png,Harpalus,Ophonus,Ophonus,Calathus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/f47d3353-8761-4682-b2d5-4ff18a9fbcd4.png,Calosoma,Lebia,Chlaenius,Agonum,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/4e90b123-11fe-4605-bb24-740999159d4a.png,Calosoma,Carabus,Poecilus,Bembidion,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/75ca7cd6-6f59-4dd9-b31c-7b14275bcc9b.png,Calosoma,Synuchus,Anisodactylus,Pterostichus,Nebria
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/74e69b9f-f683-44ab-9b3e-8bd5232679c9.png,Calosoma,Synuchus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/c9fee25c-52a8-4586-bf08-6dbc8843874e.png,Calosoma,Ophonus,Carabus,Pterostichus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/8b289356-f07a-4889-b845-8162c8fc86e6.png,Calosoma,Pterostichus,Carabus,Pterostichus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/6e0682c7-8be2-423f-8773-17026417a84e.png,Calosoma,Elaphrus,Agonum,Leistus,Cychrus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/993f0ef7-37fc-43a4-9a7c-ae429371c498.png,Calosoma,Cychrus,Olisthopus,Harpalus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/78d6cffa-6458-4c39-8696-909a9dcc214f.png,Calosoma,Leistus,Carabus,Pterostichus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/524f2f35-5b77-4ae7-b4ce-f33af101ad55.png,Calosoma,Pterostichus,Carabus,Pterostichus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/9adba7d1-aa14-4800-bc40-e62865b88af0.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/d30ddd0e-1109-4e93-af6e-1e87fc095061.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/frigidum/bd2988c2-bd6f-4f9a-bec3-2c673b443de0.png,Calosoma,Stenolophus,Carabus,Amara,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/a7159498-2186-43db-be03-047ed3feddce.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/f53741b9-28c6-4991-8013-25555fce94df.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/5660633c-5410-41cd-9bf7-6bf4d416dd10.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/ca140ec5-1585-4574-9921-de750d6cfd49.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/californicus/cfaf7566-8357-460f-bbbc-cbbf8f048fe2.png,Elaphrus,Elaphrus,Elaphrus,Elaphrus,Elaphrus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/californicus/4db2d5f2-24e7-4970-86e1-78fc1ed7af9d.png,Elaphrus,Elaphrus,Elaphrus,Elaphrus,Elaphrus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/californicus/693295ac-53b9-4a64-87d7-3a21bc2a60d8.png,Elaphrus,Elaphrus,Elaphrus,Elaphrus,Elaphrus
