ImageFilePath,Genus,ScientificName,Length,Width,TempMin,TempMax,Precipitation,Rain,Snowfall,WindGust,WindSpeed,TempAvg,Embedding,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050025.jpg/df65cde6-b42a-4696-842c-d000489775ee_37ea1c0f-6112-4d07-a4ff-47ba52965e22.png,Cyclotrachelus,Cyclotrachelus torvus,1.00769432160998,0.563058742399308,23.5,13.4,0.6,0.6,0.0,40.3,22.1,18.45,[[ 2.2194738 -1.5917734 -1.2091105 ...  1.8050706 -4.2921853  4.781767 ]],Chlaenius aestivus,Cyclotrachelus torvus,Chlaenius aestivus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051555_2.jpg/9af1ae8a-2416-46c3-9844-d517e6cd158f_2ade31d5-affb-440d-93ff-1853d3d3a3b2.png,Calathus,Calathus advena,0.628669598589737,0.371390676354104,23.0,11.5,0.1,0.1,0.0,55.8,16.0,17.25,"[[ 1.5106077  -1.7244415  -1.447441   ...  0.24755864 -3.6024294
   3.9268322 ]]",Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049774.jpg/afab16bb-1ddc-4c6e-890d-487238b4bbdf_711adc91-3c71-4304-abc2-0efbf5b26d8e.png,Cyclotrachelus,Cyclotrachelus torvus,0.941932239585053,0.558139534883721,29.1,16.2,0.0,0.0,0.0,33.8,17.9,22.65,[[ 1.3964899 -1.4233714 -1.718124  ...  1.3576657 -3.6100411  3.9758935]],Pterostichus melanarius,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046228.jpg/3993b1a5-fff2-44b5-8ac5-9f5e3fc1a3ca_e4f133f5-d8fb-4653-98cc-1e7f176a7c29.png,Carabus,Carabus goryi,1.36388371287904,0.649350649350649,26.1,20.1,4.4,4.4,0.0,41.8,16.3,23.1,[[ 1.3025379 -1.5247437 -3.1431131 ...  1.2355106 -3.3153472  3.8403454]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051166.jpg/31004bf4-f047-4018-acf6-9174cb660f5d_75b78a76-80b7-45d1-a836-af0d1d34935c.png,Selenophorus,Selenophorus planipennis,0.304576957906653,0.195567316652005,30.0,12.6,0.0,0.0,0.0,49.0,29.2,21.3,"[[ 1.4276692  -1.9671899  -0.6988401  ...  3.7962432  -1.1325117
   0.27120674]]",Amara quenseli,Harpalus desertus,Harpalus desertus,Harpalus desertus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051577.jpg/8076343b-12f0-4375-b026-c9cbcc467864_c88eb6d4-3e38-4fdd-aac1-01d1c61b1d82.png,Pterostichus,Pterostichus restrictus,0.645990988093716,0.325747787810042,18.5,7.6,11.0,11.0,0.0,42.5,9.4,13.05,"[[ 1.6220499  -1.7532831  -2.6724403  ...  0.25645652 -4.712691
   4.9569035 ]]",Pterostichus restrictus,Pterostichus lachrymosus,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051578.jpg/7e4658ef-eb7a-4719-bf5b-fde5d797be6d_11c37a4c-5659-44f4-a9c9-b81f9905231f.png,Calathus,Calathus advena,0.525884201453511,0.294611842212559,18.5,7.6,11.0,11.0,0.0,42.5,9.4,13.05,"[[ 0.92800516 -2.186068   -3.0244296  ...  3.5359902  -2.4711106
   4.2230473 ]]",Calathus advena,Calathus advena,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034536.jpg/9b9634bf-be8b-44f8-9b9c-0d1dbed8a7a8_3c4e2fd6-9aea-45d1-be88-c147943c395d.png,Harpalus,Harpalus pensylvanicus,0.976929829563972,0.539399132736947,23.6,16.0,15.9,15.9,0.0,28.1,12.3,19.8,[[ 2.9440234 -1.7359741 -2.1374207 ...  2.879919  -1.7673723  3.4047759]],Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051610.jpg/55486af8-28c3-4bbf-96de-e23765559248_a6e81e42-9230-4df5-96b3-0065dafdd2eb.png,Calathus,Calathus advena,0.582577716254206,0.310664970418985,15.8,4.2,2.3,2.3,0.0,39.6,9.9,10.0,"[[ 2.9698293  -1.7549409   0.2638315  ...  2.3370364  -0.29799205
   5.110941  ]]",Calathus advena,Calathus advena,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000041303.jpg/d69eb166-a1ca-4c9d-a698-f2463ae67b8c_22ccfe62-fa7f-43d7-a7d9-89c1ff3015b5.png,Cyclotrachelus,Cyclotrachelus sodalis,1.27683861168034,0.678284191504154,30.5,19.6,3.2,3.2,0.0,53.6,21.0,25.05,[[ 2.5858421 -1.0891875 -3.6151023 ...  1.5472081 -5.931087   3.425459 ]],Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051555_1.jpg/a062c415-1fca-41c6-be52-44b971f9f427_4189d88c-05f5-4411-8aae-d326a1b91e97.png,Calathus,Calathus advena,0.53454688177469,0.311955203405709,23.0,11.5,0.1,0.1,0.0,55.8,16.0,17.25,"[[-0.2813569  -1.6139363  -1.946521   ...  0.24030022 -5.020661
   6.6038194 ]]",Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051529.jpg/3cc33c9d-14cc-49d4-b60b-784f226db8d4_a4521f1e-313c-4798-a08a-536b806360f6.png,Cratacanthus,Cratacanthus dubius,0.506085162167215,0.337805562163845,33.4,20.6,9.7,9.7,0.0,58.3,34.0,27.0,"[[ 1.7494061  -2.1355176  -0.47932616 ...  0.3880873  -0.6691996
   5.232407  ]]",Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000069247.jpg/2a72bae6-17b9-4ba6-befc-484a8c9dbeb1_c9b6f0c2-646d-4080-886c-0a030c9111f0.png,Chlaenius,Chlaenius aestivus,1.02664941330507,0.517200705046056,32.1,22.4,5.3,5.3,0.0,56.5,17.4,27.25,"[[ 2.2320001e+00 -9.8101574e-01 -1.8902135e+00 ...  3.0318086e-05
  -1.7534922e+00  5.2022419e+00]]",Chlaenius aestivus,Chlaenius aestivus,Pterostichus lachrymosus,Chlaenius aestivus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049812.jpg/df2b9156-dd32-4daa-afff-584490208957_5ee0795f-69c8-4bb4-82ae-f976e6392562.png,Cyclotrachelus,Cyclotrachelus torvus,0.942910961374976,0.591105240549773,31.8,18.4,0.2,0.2,0.0,41.4,21.7,25.1,[[ 1.2305927 -2.0892067 -2.6558437 ...  1.6107452 -5.1464853  5.049861 ]],Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051605.jpg/ebf4cf0f-9f66-4872-bb19-1278c6010563_eaf85eb0-8600-403b-911e-f4196b681920.png,Calathus,Calathus advena,0.560584733570461,0.322185921819969,16.4,6.9,0.3,0.3,0.0,58.0,17.1,11.65,[[ 1.647734  -1.1471083 -2.7524486 ...  1.5638509 -2.8869321  5.5954065]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000041433.jpg/26a974c2-76fb-418c-8680-21468ae16ad4_9f7cf369-3414-42c6-8c3c-53787621aa67.png,Harpalus,Harpalus pensylvanicus,1.03304537564127,0.521847804751828,33.6,23.2,1.5,1.5,0.0,36.0,18.5,28.4,"[[ 2.397693   -2.4958463  -2.1344557  ...  1.3817693  -0.84472954
   1.9214698 ]]",Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046173.jpg/96bcf2f0-7052-4cd5-98be-3a4398c4e21a_28bcfe43-fb3b-4102-ab81-3dddf65e562e.png,Pterostichus,Pterostichus lachrymosus,0.875991501734527,0.444661405377281,20.8,13.1,0.7,0.7,0.0,38.5,12.0,16.95,[[ 1.7163585 -1.6743567 -1.8879721 ...  1.3491797 -4.0227103  5.8992314]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000009167.jpg/71a22e38-7dfc-4c22-8af0-f368833a69c3_159adc3c-65a7-42a9-972c-46cc78eb1b0e.png,Pterostichus,Pterostichus melanarius,1.01142747500257,0.534211785161053,23.2,15.6,7.2,7.2,0.0,47.9,15.2,19.4,[[ 2.5610995 -1.3472856 -1.718806  ...  0.9947721 -3.7570076  2.5691044]],Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051524.jpg/cc29b1a8-55d3-4c34-a831-9ea473fab14a_719de7e2-4f3e-468b-85c9-770a26c9cb76.png,Anisodactylus,Anisodactylus rusticus,0.693532170766239,0.437336272150946,34.2,18.6,0.4,0.4,0.0,63.4,34.2,26.4,[[ 1.7323945 -0.9286004 -2.9611015 ...  2.731194  -1.9541719  2.4036114]],Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051598.jpg/e266424a-4934-4513-9243-d66fdd2ab130_bffff5e6-70e0-4e44-ac4f-7b1e24b5ab3e.png,Calathus,Calathus advena,0.517624338582812,0.269819635635101,12.9,3.1,3.6,3.6,0.0,66.6,14.2,8.0,[[ 1.5670981 -1.6398658 -1.4196761 ...  1.7422786 -5.674255   4.7794127]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050030.jpg/185622c7-a714-4f58-88ec-4270ef01f123_e4a4643e-3ed8-41db-95b1-1ffe1fdc7de8.png,Pterostichus,Pterostichus melanarius,0.993953668208061,0.571114349435689,25.9,14.3,0.0,0.0,0.0,36.4,14.4,20.1,[[ 2.386076  -1.0293565 -2.958609  ...  2.1924222 -3.2351775  1.2550703]],Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051555_1.jpg/468fe043-b039-4c1c-b76a-dbdddc7dd88c_38787f5b-20d3-4644-a850-50e9aac7f34b.png,Calathus,Calathus advena,0.527671394527427,0.325418790301995,23.0,11.5,0.1,0.1,0.0,55.8,16.0,17.25,"[[ 1.8270005  -1.5826346   0.9616877  ...  0.56632566  0.8732333
   5.6000996 ]]",Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008952.jpg/1c260171-ee49-4864-93ee-8aaee3cc9b3f_0a7beeea-22de-4585-83ad-35f45216fee9.png,Pterostichus,Pterostichus melanarius,0.905376714041687,0.46852743613592,26.0,16.1,0.0,0.0,0.0,38.5,16.0,21.05,[[ 1.0231706 -1.019233  -3.3861642 ...  3.8185565 -4.837209   2.6196024]],Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000009143.jpg/3d7211ff-801c-4e4b-806a-78570dcbb679_df610406-7a2a-475d-8afe-fc8a000f731f.png,Carabus,Carabus nemoralis,1.49902908122427,0.833855802766889,25.4,15.1,0.1,0.1,0.0,24.1,10.2,20.25,"[[ 1.2434161  -2.172518   -6.8192043  ...  0.46035165 -2.766882
   6.5968246 ]]",Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046183.jpg/fd88c71c-1ee4-4197-ae12-f1a431327532_86d1d477-4162-4210-a324-ca534f55f4c1.png,Pterostichus,Pterostichus lachrymosus,0.879936248437822,0.498353754448264,20.8,13.1,0.7,0.7,0.0,38.5,12.0,16.95,[[ 0.9077233 -1.6311808 -2.9062104 ...  0.4848803 -6.4403253  5.1645403]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046107.jpg/9fb77588-9c0c-4e20-9fdd-912462b466e7_5c7b23e5-fa1e-483f-a8e7-785fba9674e1.png,Carabus,Carabus goryi,1.29311002117009,0.613467623757871,29.1,21.8,2.2,2.2,0.0,35.6,12.8,25.450000000000003,"[[ 1.6062983  -1.7470651  -3.5389805  ...  0.84944594 -5.6177025
   2.616992  ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051170.jpg/26b8b4d5-58cb-4ff6-a4cd-172ca83596d5_740a5967-16f3-4865-9397-707f9d990ba2.png,Euryderus,Euryderus grossus,0.972602465324634,0.704525056726555,24.8,10.5,0.1,0.1,0.0,35.6,19.0,17.65,"[[ 3.308066   -1.4779931  -0.74873114 ...  3.706461   -3.414979
  -0.3799095 ]]",Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051614.jpg/7e49bf16-c520-4b6a-a83e-1309bfb43445_a8bd3556-273e-4948-bc4f-2195a57e49cf.png,Amara,Amara alpina,0.591996466267807,0.37114000328607,15.8,4.2,2.3,2.3,0.0,39.6,9.9,10.0,[[ 1.6306881 -1.1289351 -1.2703912 ...  1.6755271 -3.8848677  1.9844142]],Synuchus impunctatus,Amara alpina,Calathus advena,Amara alpina
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051538.jpg/61d05161-27ab-4500-b601-f20bde49da23_619f609a-0107-448c-9354-8ddf5429f89c.png,Harpalus,Harpalus caliginosus,1.48626684761791,0.853260332006343,22.2,13.1,1.0,1.0,0.0,39.6,20.8,17.65,"[[ 4.116138   -1.7573705   0.17134674 ...  2.4409118  -3.1354647
   0.54653037]]",Harpalus pensylvanicus,Pterostichus melanarius,Harpalus pensylvanicus,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051559.jpg/37f2c7da-ce99-4a75-88f5-857d4cefa679_b5122b78-dce9-4259-baa8-4023b8ec2693.png,Calathus,Calathus advena,0.520290978878841,0.301706856115381,17.3,7.8,20.6,20.6,0.0,46.8,12.0,12.55,[[ 1.7503574 -2.4217305 -1.3660473 ...  1.0143131 -1.7170013  7.083867 ]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/STER_032.W.20180920.HARPEN.01(20).jpg/aee185db-8a93-4d4e-879f-9e35af5e9217_09e6b05f-cf66-416c-8da1-9dfc14892d0a.png,Harpalus,Harpalus pensylvanicus,0.91717982782282,0.479380948915187,25.1,14.2,3.3,3.3,0.0,45.4,25.9,19.65,[[ 2.9447734 -1.8028321 -1.6523304 ...  2.5159125 -3.8522367  2.1144698]],Harpalus pensylvanicus,Harpalus pensylvanicus,Euryderus grossus,Harpalus pensylvanicus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046070.jpg/8839a1c2-a818-4a9f-96c1-a9dceec05c4a_98d14763-5b4f-47ad-8156-f266c44a4503.png,Carabus,Carabus goryi,1.28450843487649,0.678805455867483,19.5,9.1,0.0,0.0,0.0,51.1,15.8,14.3,"[[ 1.7988442  -1.4018055  -2.2176566  ... -1.2962737  -0.63926387
   4.7212243 ]]",Carabus nemoralis,Carabus goryi,Calosoma affine,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040717.jpg/53d3ccd5-6de7-401c-b621-f35eaa9ef1de_b1ae2ad3-930c-4f75-a9ca-3686834f5e95.png,Carabus,Carabus nemoralis,1.45257780513691,0.880651104237743,26.1,17.4,5.4,5.4,0.0,33.5,14.3,21.75,"[[ 1.8062748  -1.4749857  -4.3514214  ...  2.160826    0.11389907
   3.8681166 ]]",Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Calosoma affine
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000043638.jpg/c7495f53-b762-4385-b6ea-693ed2ba1180_bb22f5f4-b857-4c0e-8a05-166e163ca10c.png,Carabus,Carabus goryi,1.38771034566368,0.645888180974853,7.8,3.6,15.2,15.2,0.0,90.4,29.2,5.7,[[ 1.3160478 -1.2161922 -4.2784142 ... -1.077212  -3.123587   5.0183   ]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/STER_032.W.20180920.HARPEN.01(20).jpg/21f749b6-2260-4e0f-be2f-c02346b8fb0a_a074b35d-1b8d-4338-bc09-5344bac02b97.png,Harpalus,Harpalus pensylvanicus,0.93518481441858,0.514068018824201,25.1,14.2,3.3,3.3,0.0,45.4,25.9,19.65,[[ 3.1507976 -1.8022922 -1.6941857 ...  3.0899193 -3.6323922  2.0357609]],Harpalus pensylvanicus,Harpalus pensylvanicus,Euryderus grossus,Harpalus desertus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051181.jpg/5967b925-2c73-42bb-943c-7fb83f3544db_dd04b4aa-032a-422f-a849-6e829240e6cd.png,Pasimachus,Pasimachus elongatus,1.33674427094401,0.778817935752112,34.1,15.3,0.0,0.0,0.0,40.7,24.8,24.700000000000003,[[ 1.6713358 -1.6527156 -1.8174518 ...  1.6597173 -4.115447   4.565951 ]],Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MLBS_010.E.20180522.jpg/5c9a1aa1-29d5-4348-a388-4bcde517fed7_ec9577f7-ee0d-4e70-ad8c-0fc87f879d4e.png,Dicaelus,Dicaelus teter,1.16185871902222,0.586670371494255,22.0,13.5,3.1,3.1,0.0,41.8,13.3,17.75,"[[ 2.0123272  -1.5828394  -2.6282094  ...  0.27916753 -4.5324025
   5.28242   ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034567.jpg/80fff8a5-b8ef-437d-91e6-c166d6910afd_25765b39-1011-4223-b11d-398b35ede22b.png,Agonum,Agonum punctiforme,0.4545700936674,0.249935458886236,29.7,16.6,0.0,0.0,0.0,36.4,18.1,23.15,[[ 1.1923653 -0.8958857 -2.1824944 ...  2.1414769 -4.711417   4.3079324]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000041416.jpg/bf7af0a3-7706-4c4a-8214-9814a342f31a_7d42c991-a84d-4ce2-bde4-5896079084a3.png,Harpalus,Harpalus pensylvanicus,0.822749376646375,0.535808577570586,28.9,20.4,0.0,0.0,0.0,50.4,26.5,24.65,[[ 1.9602091 -1.353304  -2.55769   ...  2.6554236 -2.8685243  2.9825625]],Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MLBS_002.E.20180522.CARABID.D.CARGOR(30).jpg/fc506df3-8cfd-4128-ba41-b1b8653577fb_7df0297e-9206-4eea-8ba7-bce1f76d97e6.png,Carabus,Carabus goryi,1.35681328621332,0.719396305632766,22.0,13.5,3.1,3.1,0.0,41.8,13.3,17.75,"[[ 1.0599202  -1.8863494  -5.130427   ...  0.24657375 -4.7935286
   5.9090147 ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046114.jpg/cec0b489-94a8-4c1b-8db5-b51571753b94_327f25d9-2485-4be1-90b6-56e36fa8c45b.png,Carabus,Carabus goryi,1.20673268779227,0.629329703019579,22.0,13.5,3.1,3.1,0.0,41.8,13.3,17.75,"[[ 1.7299218  -1.3703945  -2.29681    ...  0.43741927 -4.537428
   4.274262  ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
