ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_SVMLinear,Pred_SVMPolynomial,Pred_SVMRadialBasis,Pred_NearestNeighbor,Pred_RandomForest,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046110.jpg/d6aca355-971e-40d6-9858-90d568362299_37da765c-787e-4994-a715-1ae49dd138db.png,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus,Calathus advena,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050022.jpg/e61f6517-5870-441a-bb77-4c38a25548c2_fabfb254-6e96-433b-9194-ebb236b6681b.png,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Calathus advena,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050026.jpg/79430b30-2e4d-4890-a9db-6e67c68804af_402b550b-61bb-46e4-8d0a-ef2e1b60a469.png,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Calathus advena,Pterostichus melanarius,Cyclotrachelus torvus,Pterostichus melanarius,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046110.jpg/cf08a645-85b0-4043-b3be-d1d32465b9c3_0f82fb6b-cc64-4df4-8b1d-251f111ddca3.png,Pterostichus lachrymosus,Cyclotrachelus torvus,Pterostichus lachrymosus,Pterostichus melanarius,Calathus advena,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051609.jpg/8641b474-7266-48dd-afb8-8e3391d3770a_964d73d4-f3a1-4806-b405-4553c16388f9.png,Amara quenseli,Amara quenseli,Calathus advena,Amara quenseli,Calathus advena,Amara quenseli,Amara quenseli,Amara quenseli,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046119.jpg/b1532ff5-322d-4688-afaf-269ae3d26645_90dd6b5f-6e22-4983-8915-c5d991e3e5df.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049812.jpg/86633963-eaa2-4964-9ca4-9700caade649_0794db2e-9dfb-4c29-903d-a5c66cb00a90.png,Cyclotrachelus torvus,Pterostichus melanarius,Pterostichus novus,Cyclotrachelus torvus,Calathus advena,Pterostichus melanarius,Pterostichus melanarius,Carabus goryi,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046228.jpg/35d26b49-b683-451e-b968-30c7ff3274fc_cd0772f8-215f-4b31-8044-4d48c8270696.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Calathus advena,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MLBS_009.W.20180522.CARABID.CARGOR(20).jpg/3f7c0503-420e-4b37-b7e7-32401b7c0f32_4f193629-8ed0-4476-8506-a6f23ed536a1.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008978.jpg/e1755eaa-8c5d-438a-8a3f-2e2a1f725e14_e47edce2-9f87-46f1-805b-ad13a528e1a2.png,Carabus nemoralis,Calosoma affine,Carabus nemoralis,Carabus nemoralis,Calathus advena,Calosoma affine,Calosoma affine,Carabus goryi,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000032880.jpg/d21dbdee-45e2-4c00-bb43-285b71b98a4e_f24b89a3-d0ce-4652-a04e-7013e4d93d59.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033601.jpg/ddbf7963-65c2-421c-89bc-e896b591416d_528ef885-5892-41be-a658-3d39f0021a57.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051537.jpg/4138b4d6-c128-4365-8464-7ad5af4b0519_5c84bc54-a5dc-4af8-9901-80a5bca0364f.png,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius,Calathus advena,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051531.jpg/7a9a9e71-1806-4b2b-840b-14180e57d9e3_d62b48a1-5611-43aa-9280-d75726dcb2e6.png,Cratacanthus dubius,Synuchus impunctatus,Cratacanthus dubius,Cratacanthus dubius,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Cratacanthus dubius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000059776.jpg/97cab38f-67ba-4957-8cbd-6cd41867427c_41301a59-b8b5-4bc9-a3bd-2f67889fadf3.png,Scaphinotus angusticollis,Carabus goryi,Scaphinotus angusticollis,Scaphinotus angusticollis,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Scaphinotus angusticollis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033688.jpg/a855f156-d29f-4a0d-b05b-1f15f8793dab_956ccb04-dccd-4f5b-a006-0a2af809242d.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008918.jpg/8ee04665-30c8-4958-acd4-dc017d28002b_eca6a321-9f75-49ea-8728-35e694e9e663.png,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Calathus advena,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040677.jpg/0a27aa20-ea0b-4a3a-b2a9-b5e0773d5ec6_82b67463-9dc9-4182-98fa-3b4c8d599de5.png,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus melanarius,Calathus advena,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/CPER_006.E.20180524.AXIBIP.01(11).jpg/12bd4739-2368-4c99-9f35-2e831f8c877d_df5d959a-cb38-4a6c-a798-f5e43305ea5d.png,Axinopalpus biplagiatus,Amara quenseli,Syntomus americanus,Syntomus americanus,Syntomus americanus,Calathus advena,Syntomus americanus,Amara quenseli,Syntomus americanus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046298.jpg/3aca9280-aa27-4c85-b786-8b55782e178f_83d5f084-bf25-4781-9ce7-cc42f5084609.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046185.jpg/353f99a5-5b5f-493b-9af2-a1cf0e11dc18_de6e73c2-4a57-4f6b-8a68-f97967953d6f.png,Pterostichus acutipes,Synuchus impunctatus,Synuchus impunctatus,Pterostichus restrictus,Calathus advena,Synuchus impunctatus,Pterostichus restrictus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034550.jpg/0b19b8e8-c5cb-44b7-aa67-6cf0acbc3afc_6d2cc9cb-1326-4de9-a431-faae30181335.png,Anisodactylus ovularis,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Calathus advena,Harpalus pensylvanicus,Anisodactylus dulcicollis,Harpalus pensylvanicus,Harpalus pensylvanicus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040688.jpg/c6c53cbc-fde6-4c21-b7ef-e452145d1193_354a1774-a6d7-41da-a0af-629af0acae83.png,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051584.jpg/31403efc-92da-445a-b848-2e46b5b4d14b_ffa51d95-26a6-41e4-a4b1-4d9180a9eca4.png,Pterostichus restrictus,Synuchus impunctatus,Pterostichus restrictus,Pterostichus restrictus,Calathus advena,Pterostichus restrictus,Pterostichus restrictus,Synuchus impunctatus,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049812.jpg/f5558c9f-db75-4d16-a2ef-d78d8b6af1fd_83dea7d4-4e4e-46fc-8c71-a8a43e897da8.png,Cyclotrachelus torvus,Pterostichus melanarius,Cyclotrachelus torvus,Cyclotrachelus torvus,Calathus advena,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051186.jpg/40a56de3-e2b4-4b3d-816f-1da1990057ae_d0568014-aa32-4288-a6b8-f98aeb694fba.png,Pasimachus elongatus,Pterostichus melanarius,Pasimachus elongatus,Pasimachus elongatus,Calathus advena,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046070.jpg/3ba5b31a-ef83-49f3-8849-12088faeb4cf_98e4c2e5-8414-4dfc-8ef0-c267255ab8ca.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/CPER_004.E.20180621.EURGRO.01(15).jpg/221f1bab-3b60-438e-9d26-41711a1fd56c_40dcc869-e0c0-4d4b-862c-fc3dfc71bea0.png,Euryderus grossus,Synuchus impunctatus,Euryderus grossus,Euryderus grossus,Carabus goryi,Harpalus pensylvanicus,Harpalus pensylvanicus,Synuchus impunctatus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000044094.jpg/ce41b466-b037-4614-b6ed-599ee92451ad_c34a2189-4ad5-4d85-92a6-b83df6c8b4c3.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000032878.jpg/3019d48f-c837-4797-b12c-73675829dd55_62039b81-a4c7-4171-8736-e06a1c39c03c.png,Cymindis neglecta,Cymindis neglecta,Cymindis neglecta,Cymindis neglecta,Cymindis neglecta,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Cymindis neglecta
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051523.jpg/985839f5-d7ff-49d1-8cb1-b6d5231c3a01_6f3e81a0-5217-42f2-845f-127dc8719f2e.png,Pasimachus elongatus,Carabus nemoralis,Pasimachus depressus,Calosoma affine,Calathus advena,Carabus goryi,Calosoma affine,Carabus goryi,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000012427.jpg/3fbdf338-b403-495f-b18e-40382b3d83b4_29bbad20-8249-4d79-9471-3e67ab52df4c.png,Carabus goryi,Calosoma affine,Carabus goryi,Carabus goryi,Calathus advena,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051587.jpg/cae9871d-4331-4cbf-aa72-60ca3f0a460c_cd1bb6f2-a877-4c32-9d08-5972393437ca.png,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MOAB_001.S.20180724.jpg/dc0d1993-4c77-4a12-bc6a-d5742cfed056_91940a96-5ab0-47a4-87c9-b8695659208c.png,,Calathus advena,Scaphinotus angusticollis,Agonum punctiforme,Calathus advena,Calathus advena,Synuchus impunctatus,Calathus advena,
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040699.jpg/97973af7-e138-4bf8-99ef-a733c3b0cb06_78840110-85c2-4347-afca-b63f6b2642a1.png,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050019.jpg/a3cf203e-a83f-47ef-b3aa-55b2c00f367d_ab093340-1c05-40a7-b7cd-dcb54eb0ff40.png,Carabus maeander,Pterostichus melanarius,Carabus maeander,Carabus maeander,Calathus advena,Carabus goryi,Carabus goryi,Carabus goryi,Carabus maeander
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046177.jpg/02fd6281-20e6-4f43-94ed-abc0c19054d0_1ba96bcd-1bfa-4c14-a708-4c068894a8aa.png,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Calathus advena,Pterostichus lachrymosus,Cyclotrachelus torvus,Pterostichus melanarius,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000012433.jpg/dd6fbb1e-699d-46ff-abd8-01736d22b4c1_1059fbfc-4dd7-489c-b325-cf57ba4b01bf.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051581.jpg/a357d3ae-2f05-4c25-aa40-dc97963ca811_c09aac09-8aae-4c73-80e2-1561cb754345.png,Calathus advena,Synuchus impunctatus,Amara quenseli,Amara quenseli,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Amara quenseli
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051161.jpg/61eccf9d-262b-401f-955b-818f1a9638a9_032d20ed-0313-47cd-9400-a5d61f517aac.png,Selenophorus planipennis,Amara quenseli,Discoderus parallelus,Discoderus parallelus,Carabus goryi,Amara quenseli,Discoderus parallelus,Amara quenseli,Amara quenseli
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050039.jpg/95c98c84-2c8d-4b87-8ba8-736af3a5ca97_a885a42a-be84-472f-a264-ff75fe019d69.png,Pterostichus melanarius,Cyclotrachelus torvus,Cyclotrachelus torvus,Pterostichus melanarius,Calathus advena,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034554.jpg/bc030c32-9020-4766-b594-9be4070145d8_fa567edc-758e-42a2-9f12-48c526b5ed30.png,Chlaenius aestivus,Chlaenius aestivus,Chlaenius aestivus,Chlaenius aestivus,Calathus advena,Chlaenius aestivus,Chlaenius aestivus,Chlaenius aestivus,Chlaenius aestivus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051555_2.jpg/9c18cfe3-f770-42b7-a698-83a3f3f813b0_7c63b07f-5ee3-46d2-a91c-7b3d0d7e621c.png,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050036.jpg/af11be16-6bc3-48aa-ad38-068d0812500f_52bc3614-5ab3-4c4b-8cc1-5a196fea8368.png,Pterostichus melanarius,Harpalus pensylvanicus,Pterostichus melanarius,Pterostichus melanarius,Calathus advena,Pterostichus lachrymosus,Harpalus pensylvanicus,Harpalus pensylvanicus,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000059782.jpg/2a225cb4-10c2-41c0-a78a-8080055efe9a_e06e027f-a04a-4409-a66b-79ee6b3151e6.png,Omus dejeanii,Carabus goryi,Carabus goryi,Carabus goryi,Calathus advena,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051587.jpg/30157bd2-b980-451d-8df0-e736944458ee_7d4e8244-4a87-4673-99ac-75bbaf0a5135.png,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051548.jpg/9977340a-7e27-440b-ae13-93cea45e13e3_da050e72-cf98-4ad7-a8ac-b3933b9fbd0b.png,Pterostichus protractus,Pterostichus lachrymosus,Pterostichus coracinus,Pterostichus coracinus,Calathus advena,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050035.jpg/f7fd97b9-1b4e-4dc0-8122-aff15fab6142_57d4a8f7-e308-4db0-ad17-ea55468c3645.png,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Carabus goryi,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MLBS_002.E.20180522.CARABID.D.CARGOR(30).jpg/931719d3-ca8d-4b1d-9f72-6ed3dc6af888_426169d4-3644-4048-8355-75ab37bbb26b.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040687.jpg/22532347-75ac-4334-bd77-cb6911209969_921a09ba-e64e-4d9e-b055-d727543643dc.png,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051598.jpg/2e87387a-eb64-41d4-9401-36b894162e8f_9bf5d54e-911a-42eb-8692-43096c8c64b4.png,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Carabus goryi,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046072.jpg/fe64642f-0610-411b-a38e-ac4bcb34e59c_0ec763b0-ceda-40e7-bb2e-4965342b6740.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051179.jpg/06872a90-3feb-49a4-8c60-40b9f6457d0d_7fc79638-0e59-4539-9f31-58575803da1d.png,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049760.jpg/26a93e47-f954-42b1-93ef-3f8e695b9690_b1f85162-3d33-4ce6-bc50-a97f3dc64d4a.png,Cyclotrachelus torvus,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus,Calathus advena,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051524.jpg/a3f1c6b9-aca7-491d-9202-a2481257acbc_4900ed5a-bdf4-46b4-bb27-9b498c60221a.png,Anisodactylus rusticus,Amara quenseli,Euryderus grossus,Anisodactylus opaculus,Harpalus pensylvanicus,Synuchus impunctatus,Synuchus impunctatus,Harpalus pensylvanicus,Anisodactylus rusticus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000009171.jpg/db3bdadf-d659-4bff-94e9-2c329095e4c5_41cbe9c0-34a9-4e13-af5e-8da804880ce4.png,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046183.jpg/fcc7804b-cb86-4d72-adc2-f67e00163b43_6d628622-d6cb-4547-963f-1e4e61507901.png,Pterostichus lachrymosus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Calathus advena,Cyclotrachelus torvus,Cyclotrachelus torvus,Carabus goryi,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051186.jpg/0bc2d652-b2e8-4724-956f-57a972b5ff07_99946a6a-c70f-4108-a861-02ff60268734.png,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Calathus advena,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000059776.jpg/9bd7f1b1-2b96-44f3-830b-0ca83a1b3bf4_6defe07a-56cd-4694-af3b-653854ae9166.png,Scaphinotus angusticollis,Scaphinotus angusticollis,Scaphinotus angusticollis,Scaphinotus angusticollis,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Scaphinotus angusticollis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046172.jpg/03bf5363-652f-4ebe-94a6-4349104ebe5b_538b5f90-c5ea-446b-b993-c3da50d4de8a.png,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Calathus advena,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033636.jpg/04cb7aab-6fe9-4a53-9b91-a1c3f6b28fd5_9292d179-98b5-4e97-8b90-867f3bf9cf69.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050019.jpg/9f7784bf-5b5d-4ff3-96f4-5cc7484bd0f1_e209d4a4-8220-4669-895a-15298ad75430.png,Carabus maeander,Carabus goryi,Carabus goryi,Carabus maeander,Calathus advena,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051179.jpg/1dab5b6d-4ad0-4b24-8d1e-b901457ec131_bc290aab-380c-4618-b00a-e92c7ad871ec.png,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Calathus advena,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
