ImageFilePath,Genus,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/cc89813c-5571-4076-8afd-8a9b2e77d37a.png,Cicindela,Syntomus,Agonum,Carabus,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/graciliforme/43cd0361-5572-4067-8a4c-0a7d1d5eb48f.png,Bembidion,Amara,Carabus,Carabus,Amara
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/0facd5b1-bd78-4fb5-99c0-db789de6f298.png,Harpalus,Harpalus,Synuchus,Synuchus,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/099eee00-6d02-4260-98e8-bec77d11aaba.png,Scarites,Harpalus,Carabus,Pterostichus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/8d3ef811-b212-4378-8209-88c8aaae3a30.png,Poecilus,Harpalus,Synuchus,Synuchus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/c31eb143-c001-4226-a226-9caacaa2ab39.png,Chlaenius,Chlaenius,Chlaenius,Chlaenius,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/hirticollis/5e9efa28-1b62-457f-baca-956f01a4162f.png,Cicindela,Syntomus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/a661c22b-c69b-491a-b179-9f093dfe75ef.png,Cicindela,Carabus,Cicindela,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/a1e40690-4aad-48cf-ae90-1e000681e21a.png,Cicindela,Carabus,Agonum,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/0c7c1588-a339-4311-a5a8-e1148a7d2f0c.png,Cicindela,Syntomus,Agonum,Carabus,Cyclotrachelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/1fe89238-cd97-45b3-9309-89b78e51b691.png,Cicindela,Syntomus,Agonum,Carabus,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/sanctaecrucis/8113d559-e0a6-48eb-b43d-9e494fad37fb.png,Anisodactylus,Chlaenius,Amara,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/25c89043-c782-4717-8e49-80e1abec55d6.png,Poecilus,Agonum,Poecilus,Cyclotrachelus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/e8ad8d74-8b7e-4fd7-af0f-6cc134dc058d.png,Cicindela,Syntomus,Agonum,Carabus,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/ac169c86-e260-4854-b4f4-d3e848d2895f.png,Chlaenius,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/809b2fae-18a2-435c-bc17-3f5f77d7212d.png,Cymindis,Amara,Amara,Amara,Amara
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/a6f0cda5-2982-40b2-94f1-770a44fa7785.png,Cymindis,Amara,Amara,Synuchus,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/cf01d2f4-e0f9-4695-8103-58bc4048cc40.png,Cicindela,Syntomus,Cicindela,Carabus,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/0f654a06-13e3-4aa3-83b3-603dcffb9215.png,Cicindela,Syntomus,Agonum,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/3f61b2b7-0627-4563-a636-eb6c2f734c86.png,Cicindela,Syntomus,Carabus,Carabus,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/rusticus/16ef4219-7df5-4918-b6fb-31e3122f9e6e.png,Anisodactylus,Anisodactylus,Chlaenius,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/e137c117-b561-4479-936b-f34fef43f0a0.png,Harpalus,Harpalus,Dicaelus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/4479163c-c8a9-49f6-8dba-f76517618712.png,Harpalus,Syntomus,Carabus,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/chalcites/f116b6d7-696c-4b25-ad5c-46383757c15a.png,Poecilus,Synuchus,Pterostichus,Synuchus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/4c8af361-9f84-4faf-bae9-588fa02c5cde.png,Chlaenius,Syntomus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/aebabfe2-c1a3-4c9a-a80b-e397e4e0a2d3.png,Chlaenius,Chlaenius,Chlaenius,Calathus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/0b4c293c-5e93-4c02-a77a-795853f0610a.png,Cymindis,Amara,Harpalus,Calathus,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/5f13da6e-da8c-422b-bf39-9d9f51ade1e6.png,Cicindela,Agonum,Poecilus,Agonum,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/2f42637b-4fd8-491f-9f58-86f5d4aded9e.png,Cicindela,Cicindela,Agonum,Cicindela,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/05678aba-bf31-4bf3-8cee-1e088484f823.png,Cicindela,Agonum,Poecilus,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/4549fa24-b9eb-415c-8ddc-cbf9b9ae0f29.png,Cicindela,Agonum,Agonum,Cicindela,Cyclotrachelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/levettei/7b82006d-6b6a-4105-b51c-a74d784c06ea.png,Bembidion,Amara,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/lucublandus/b72f5bf7-9452-474d-bec2-301ed89f83f3.png,Poecilus,Harpalus,Cyclotrachelus,Pterostichus,Cyclotrachelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/politus/bd0fa3d7-d3fb-48c8-a693-35a0f40e40b5.png,Dicaelus,Chlaenius,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/524efaf5-1ca1-4b40-804b-d675f2acbe52.png,Scarites,Chlaenius,Euryderus,Pterostichus,Euryderus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/0347fc56-ca38-4b85-bb16-8d8b0d6dc73e.png,Calosoma,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/2e176621-64a8-448b-bef1-e468302cbcd5.png,Calosoma,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/rubripes/c08a1d0a-1b79-40b7-a14c-a1423d08c1a9.png,Harpalus,Chlaenius,Synuchus,Carabus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/7d2742f9-1737-4c5a-811d-02510a1b119d.png,Scarites,Anisodactylus,Euryderus,Euryderus,Anisodactylus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/b548107e-bbca-4009-ad8f-8fed1858f0a5.png,Scarites,Pasimachus,Pterostichus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/a3a74638-6fd9-473c-aab8-98a00904ee2d.png,Scarites,Pasimachus,Euryderus,Carabus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/marginatus/e0cc9117-71ae-4d2d-9034-df0c8093f0ac.png,Pasimachus,Pasimachus,Pasimachus,Pasimachus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/marginatus/940390d1-1654-4d40-8519-ca76d76e0595.png,Pasimachus,Pasimachus,Carabus,Pasimachus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/marginatus/9b254c93-bb7e-412a-ba91-33ec1d20d862.png,Pasimachus,Syntomus,Dicaelus,Pasimachus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/marginatus/bcf81381-e980-40b5-a5ca-f81dbc415f20.png,Pasimachus,Syntomus,Chlaenius,Cymindis,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/punctulatus/efbabde1-0400-4e93-a031-a01e4ab0eabc.png,Pasimachus,Carabus,Pasimachus,Carabus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/punctulatus/fe707ae6-4aad-4999-873d-7a614c0cab77.png,Pasimachus,Pasimachus,Pasimachus,Pasimachus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/punctulatus/b92b7c74-5263-40e5-9759-189f2eeda02f.png,Pasimachus,Selenophorus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/punctulatus/c71a8ea3-611a-447a-b454-77961ba588ce.png,Pasimachus,Pasimachus,Pasimachus,Pasimachus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/rusticus/9a05c624-08be-4f7b-beb6-d0a07241ef56.png,Anisodactylus,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/3390daa3-0f9f-407b-b083-a9ae9a115b27.png,Tetracha,Cicindela,Poecilus,Tetracha,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/cba3da78-622f-4eb6-b44f-64160a2f3ac9.png,Tetracha,Syntomus,Chlaenius,Tetracha,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/2b46941f-15d7-4e0e-8d57-6f8b7a907997.png,Tetracha,Agonum,Poecilus,Agonum,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/ad9ec948-5dcc-40f1-b24c-68dc2ed33b29.png,Tetracha,Amara,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/d5c9db4f-117f-4ac6-8e4e-9f09a4ebd040.png,Cicindela,Scaphinotus,Scaphinotus,Scaphinotus,Scaphinotus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/aec61938-2638-420c-a11b-13b17c9f2de7.png,Tetracha,Cicindela,Tetracha,Agonum,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/3cb37fc7-170f-47d5-9d25-62d768e264cd.png,Tetracha,Syntomus,Carabus,Cymindis,Amara
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/b7ff6660-39cf-47b8-a372-167c3e0416b2.png,Tetracha,Selenophorus,Chlaenius,Chlaenius,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/13251f86-5778-4522-8d5e-630f468b8762.png,Tetracha,Carabus,Chlaenius,Tetracha,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/556f6222-cb7c-4a8d-85d5-d06025797478.png,Tetracha,Syntomus,Chlaenius,Carabus,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/0156d06e-961d-4f02-b00d-18ae754385b2.png,Scarites,Harpalus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/7885c8bc-c01d-4336-8afc-989823cdbf65.png,Scarites,Pasimachus,Pasimachus,Pasimachus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/e8229b3a-a7fa-413a-9fab-e8660625afbe.png,Harpalus,Anisodactylus,Chlaenius,Cyclotrachelus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/2ee2f12e-01ff-4377-99a6-31afad7a2308.png,Harpalus,Amara,Chlaenius,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/f47d3353-8761-4682-b2d5-4ff18a9fbcd4.png,Calosoma,Amara,Pterostichus,Carabus,Dicaelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/4e90b123-11fe-4605-bb24-740999159d4a.png,Calosoma,Carabus,Carabus,Carabus,Amphasia
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/75ca7cd6-6f59-4dd9-b31c-7b14275bcc9b.png,Calosoma,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/74e69b9f-f683-44ab-9b3e-8bd5232679c9.png,Calosoma,Carabus,Carabus,Carabus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/c9fee25c-52a8-4586-bf08-6dbc8843874e.png,Calosoma,Harpalus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/8b289356-f07a-4889-b845-8162c8fc86e6.png,Calosoma,Pasimachus,Carabus,Carabus,Carabus
