ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/8267077/d198s0139.jpg,Acupalpus dorsalis,Stenolophus skrimshiranus,Stenolophus skrimshiranus,Stenolophus skrimshiranus,Acupalpus dorsalis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1035195/d161s0274.jpg,Amara familiaris,Amara anthobia,Amara familiaris,Amara familiaris,Amara familiaris
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1035195/d161s0315.jpg,Amara familiaris,Amara familiaris,Amara familiaris,Amara familiaris,Amara familiaris
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755079/d146s0031.jpg,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum,Agonum muelleri
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097857/d207s0187.jpg,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475677/d197s0612.jpg,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097900/d006s0050.jpg,Cylindera germanica,Cylindera germanica,Cylindera germanica,Cylindera germanica,Cylindera germanica
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1035931/d080s0739.jpg,Bembidion tetracolum,Dicheirotrichus placidus,Bembidion tetracolum,Dicheirotrichus placidus,Bembidion tetracolum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5873357/d201s0092.jpg,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/8051076/d033s0094.jpg,Nebria livida,Nebria brevicollis,Nebria livida,Nebria brevicollis,Nebria livida
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755562/d217s0070.jpg,Polistichus connexus,Cymindis vaporariorum,Polistichus connexus,Cymindis vaporariorum,Polistichus connexus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9581584/d135s0100.jpg,Calathus mollis,Calathus mollis,Calathus mollis,Calathus mollis,Calathus mollis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036899/d051s0067.jpg,Clivina collaris,Clivina collaris,Clivina collaris,Clivina collaris,Clivina collaris
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473277/d156s0063.jpg,Zabrus tenebrioides,Zabrus tenebrioides,Zabrus tenebrioides,Zabrus tenebrioides,Zabrus tenebrioides
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475140/d189s0520.jpg,Ophonus rufibarbis,Ophonus schaubergerianus,Ophonus puncticeps,Ophonus rufibarbis,Ophonus rufibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473319/d047s0204.jpg,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5716409/d054s0416.jpg,Dyschirius impunctipennis,Dyschirius impunctipennis,Dyschirius impunctipennis,Dyschirius impunctipennis,Dyschirius impunctipennis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036154/d090s0017.jpg,Bembidion guttula,Bembidion schueppelii,Bembidion guttula,Bembidion gilvipes,Bembidion guttula
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755079/d145s0448.jpg,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7708350/d121s0341.jpg,Pterostichus nigrita,Pterostichus oblongopunctatus,Pterostichus anthracinus,Pterostichus anthracinus,Pterostichus anthracinus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9533851/d086s0454.jpg,Bembidion doris,Bembidion schueppelii,Bembidion minimum,Bembidion doris,Bembidion doris
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5756010/d205s0238.jpg,Badister dilatatus,Bembidion punctulatum,Badister dilatatus,Bembidion punctulatum,Badister dilatatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097865/d072s0307.jpg,Bembidion prasinum,Bembidion geniculatum,Bembidion prasinum,Bembidion atrocaeruleum,Bembidion atrocaeruleum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755322/d129s0170.jpg,Calathus cinctus,Calathus cinctus,Calathus cinctus,Calathus cinctus,Calathus cinctus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475761/d193s0398.jpg,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7873810/d123s0485.jpg,Pterostichus diligens,Dyschirius aeneus,Dyschirius impunctipennis,Clivina fossor,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4308806/d085s0003.jpg,Bembidion minimum,Bembidion bipunctatum,Bembidion minimum,Syntomus foveatus,Bembidion minimum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4472849/d159s0149.jpg,Amara communis,Amara convexior,Amara communis,Amara convexior,Amara communis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7873810/d123s0342.jpg,Pterostichus diligens,Bembidion normannum,Pterostichus diligens,Pterostichus strenuus,Pterostichus diligens
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4308815/d057s0262.jpg,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872124/d087s0159.jpg,Bembidion articulatum,Bembidion guttula,Bembidion quadrimaculatum,Bembidion clarkei,Bembidion articulatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5873211/d182s0057.jpg,Harpalus rufipalpis,Harpalus dimidiatus,Harpalus rufipalpis,Harpalus rufipalpis,Harpalus rufipalpis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097854/d202s0066.jpg,Callistus lunatus,Callistus lunatus,Callistus lunatus,Callistus lunatus,Callistus lunatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872127/d074s0180.jpg,Bembidion tibiale,Agonum gracile,Bembidion tibiale,Bembidion tibiale,Bembidion tibiale
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036899/d051s0333.jpg,Clivina collaris,Clivina collaris,Clivina collaris,Clivina collaris,Clivina collaris
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755302/d134s0046.jpg,Calathus micropterus,Calathus erratus,Calathus micropterus,Calathus micropterus,Calathus micropterus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755027/d154s0094.jpg,Agonum nigrum,Agonum nigrum,Agonum nigrum,Agonum emarginatum,Agonum nigrum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473903/d031s0311.jpg,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036899/d051s0368.jpg,Clivina collaris,Clivina collaris,Clivina collaris,Clivina collaris,Clivina collaris
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755051/d155s0142.jpg,Agonum sexpunctatum,Agonum sexpunctatum,Agonum sexpunctatum,Agonum ericeti,Agonum muelleri
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097854/d202s0063.jpg,Callistus lunatus,Callistus lunatus,Callistus lunatus,Callistus lunatus,Callistus lunatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755060/d151s0121.jpg,Agonum emarginatum,Agonum emarginatum,Agonum emarginatum,Agonum emarginatum,Agonum emarginatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872143/d066s0354.jpg,Bembidion litorale,Bembidion litorale,Bembidion litorale,Bembidion litorale,Bembidion litorale
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7508714/d124s0473.jpg,Pterostichus strenuus,Trechus rubens,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4479895/d215s0496.jpg,Syntomus obscuroguttatus,Bradycellus ruficollis,Syntomus obscuroguttatus,Syntomus obscuroguttatus,Syntomus obscuroguttatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4308806/d085s0041.jpg,Bembidion minimum,Dyschirius globosus,Dyschirius aeneus,Bembidion minimum,Dyschirius aeneus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7508714/d124s0763.jpg,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4988484/d153s0010.jpg,Agonum muelleri,Agonum muelleri,Agonum muelleri,Agonum muelleri,Agonum muelleri
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872109/d065s0204.jpg,Ocys harpaloides,Ocys harpaloides,Ocys harpaloides,Ocys harpaloides,Ocys harpaloides
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036192/d088s0321.jpg,Bembidion obtusum,Bembidion obtusum,Bembidion gilvipes,Bembidion obtusum,Bembidion obtusum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9314786/d114s0146.jpg,Pterostichus niger,Abax parallelepipedus,Pterostichus melanarius,Abax parallelepipedus,Pterostichus niger
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4480302/d210s0328.jpg,Paradromius linearis,Paradromius longiceps,Paradromius linearis,Paradromius linearis,Paradromius linearis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755011/d153s0230.jpg,Agonum marginatum,Agonum marginatum,Agonum marginatum,Agonum marginatum,Agonum marginatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473795/d036s0106.jpg,Nebria salina,Nebria salina,Nebria salina,Nebria salina,Nebria salina
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1035864/d174s0025.jpg,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis,Harpalus affinis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9581584/d135s0266.jpg,Calathus mollis,Calathus mollis,Calathus mollis,Calathus mollis,Calathus mollis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473903/d031s0186.jpg,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4474169/d140s0416.jpg,Paranchus albipes,Oxypselaphus obscurus,Paranchus albipes,Paranchus albipes,Paranchus albipes
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755079/d145s0099.jpg,Agonum fuliginosum,Agonum emarginatum,Agonum gracile,Agonum fuliginosum,Agonum fuliginosum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097862/d054s0065.jpg,Dyschirius politus,Dyschirius tristis,Bembidion lampros,Bembidion lampros,Dyschirius politus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755051/d155s0066.jpg,Agonum sexpunctatum,Agonum sexpunctatum,Agonum sexpunctatum,Agonum sexpunctatum,Agonum sexpunctatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036255/d075s0261.jpg,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense,Bembidion femoratum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9252314/d144s0178.jpg,Batenus livens,Batenus livens,Batenus livens,Batenus livens,Batenus livens
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097923/d184s0153.jpg,Harpalus smaragdinus,Ophonus rufibarbis,Harpalus smaragdinus,Harpalus smaragdinus,Harpalus smaragdinus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036789/d013s0038.jpg,Carabus granulatus,Carabus granulatus,Carabus granulatus,Carabus granulatus,Carabus granulatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7856746/d117s0137.jpg,Pterostichus melanarius,Pterostichus melanarius,Pterostichus madidus,Pterostichus melanarius,Pterostichus madidus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4308811/d058s0275.jpg,Aepus marinus,Aepus marinus,Aepus marinus,Aepus robinii,Aepus marinus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4474146/d139s0395.jpg,Oxypselaphus obscurus,Oxypselaphus obscurus,Oxypselaphus obscurus,Oxypselaphus obscurus,Oxypselaphus obscurus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5873211/d182s0035.jpg,Harpalus rufipalpis,Harpalus tardus,Harpalus rufipalpis,Harpalus rufipalpis,Harpalus rufipalpis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7639821/d070s0476.jpg,Bembidion dentellum,Bembidion semipunctatum,Bembidion dentellum,Bembidion dentellum,Bembidion dentellum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4308815/d056s0107.jpg,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes,Broscus cephalotes
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5756018/d204s0160.jpg,Badister bullatus,Badister bullatus,Badister bullatus,Badister bullatus,Badister bullatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1037633/d199s0320.jpg,Acupalpus meridianus,Acupalpus meridianus,Acupalpus meridianus,Acupalpus meridianus,Acupalpus meridianus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872111/d100s0203.jpg,Bembidion lunulatum,Bembidion normannum,Bembidion lunulatum,Bembidion lunulatum,Bembidion lunulatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097930/d059s0207.jpg,Trechus secalis,Trechus secalis,Trechus secalis,Trechus secalis,Trechus secalis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097869/d089s0179.jpg,Bembidion biguttatum,Patrobus atrorufus,Bembidion biguttatum,Bembidion biguttatum,Bembidion biguttatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5756018/d204s0015.jpg,Badister bullatus,Badister bullatus,Badister bullatus,Badister bullatus,Badister bullatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097878/d076s0689.jpg,Bembidion deletum,Bembidion laterale,Bembidion deletum,Bembidion deletum,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4471113/d020s0086.jpg,Carabus glabratus,Carabus glabratus,Carabus glabratus,Carabus glabratus,Carabus glabratus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473319/d047s0166.jpg,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1035434/d194s0016.jpg,Bradycellus harpalinus,Bradycellus harpalinus,Bradycellus harpalinus,Bradycellus harpalinus,Bradycellus harpalinus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9377664/d071s0238.jpg,Bembidion obliquum,Bembidion obliquum,Bembidion obliquum,Bembidion obliquum,Bembidion obliquum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872954/d009s0044.jpg,Calosoma inquisitor,Calosoma inquisitor,Calosoma inquisitor,Calosoma inquisitor,Calosoma inquisitor
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097886/d078s0194.jpg,Bembidion lunatum,Bembidion lunatum,Bembidion lunatum,Bembidion lunatum,Bembidion lunatum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5757207/d211s0307.jpg,Dromius agilis,Dromius agilis,Dromius agilis,Dromius agilis,Dromius agilis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036893/d051s0283.jpg,Clivina fossor,Clivina fossor,Clivina fossor,Clivina fossor,Clivina fossor
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9251010/d172s0175.jpg,Harpalus rufipes,Harpalus rufipes,Harpalus rufipes,Harpalus rufipes,Harpalus rufipes
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473795/d036s0227.jpg,Nebria salina,Bembidion tibiale,Bembidion tibiale,Bembidion tibiale,Leistus spinibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036255/d075s0381.jpg,Bembidion bruxellense,Bembidion clarkei,Bembidion bruxellense,Bembidion biguttatum,Bembidion bruxellense
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097924/d184s0323.jpg,Harpalus tardus,Harpalus tardus,Harpalus tardus,Harpalus tardus,Harpalus tardus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475140/d189s0206.jpg,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5755293/d129s0064.jpg,Calathus ambiguus,Calathus ambiguus,Calathus melanocephalus,Calathus ambiguus,Calathus ambiguus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036286/d144s0220.jpg,Sericoda quadripunctata,Bembidion punctulatum,Bembidion punctulatum,Agonum gracile,Sericoda quadripunctata
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097896/d043s0248.jpg,Notiophilus germinyi,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/8104778/d079s0266.jpg,Bembidion saxatile,Bembidion saxatile,Bembidion saxatile,Bembidion saxatile,Bembidion saxatile
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5757308/d208s0639.jpg,Demetrias monostigma,Demetrias monostigma,Demetrias monostigma,Demetrias monostigma,Demetrias monostigma
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5873524/d053s0258.jpg,Dyschirius globosus,Dyschirius globosus,Dyschirius politus,Dyschirius globosus,Dyschirius globosus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097930/d059s0213.jpg,Trechus secalis,Trechus secalis,Trechus secalis,Trechus secalis,Trechus secalis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1036255/d075s0186.jpg,Bembidion bruxellense,Bembidion lunatum,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097862/d054s0578.jpg,Dyschirius politus,Dyschirius politus,Dyschirius politus,Dyschirius politus,Dyschirius politus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097883/d071s0486.jpg,Bembidion varium,Bembidion properans,Bembidion varium,Bembidion varium,Bembidion varium
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4472828/d157s0161.jpg,Amara plebeja,Amara familiaris,Amara plebeja,Amara convexior,Amara plebeja
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5716406/d055s0125.jpg,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097857/d207s0130.jpg,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala,Lebia chlorocephala
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/6097897/d044s0241.jpg,Notiophilus quadripunctatus,Notiophilus biguttatus,Notiophilus quadripunctatus,Notiophilus biguttatus,Notiophilus biguttatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9364935/d042s0273.jpg,Notiophilus biguttatus,Notiophilus quadripunctatus,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4476667/d061s0215.jpg,Trechus quadristriatus,Trechus quadristriatus,Trechus quadristriatus,Trechus quadristriatus,Trechus quadristriatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4472907/d165s0325.jpg,Amara spreta,Amara aenea,Amara spreta,Amara aenea,Amara spreta
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475908/d104s0055.jpg,Patrobus assimilis,Patrobus assimilis,Patrobus assimilis,Patrobus assimilis,Patrobus assimilis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475140/d189s0194.jpg,Ophonus rufibarbis,Ophonus puncticeps,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475213/d187s0371.jpg,Ophonus azureus,Ophonus azureus,Ophonus azureus,Ophonus azureus,Ophonus azureus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475099/d186s0073.jpg,Ophonus ardosiacus,Ophonus ardosiacus,Ophonus ardosiacus,Ophonus ardosiacus,Ophonus ardosiacus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/7508714/d124s0604.jpg,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4475908/d104s0166.jpg,Patrobus assimilis,Pterostichus strenuus,Patrobus assimilis,Patrobus assimilis,Patrobus assimilis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9364935/d041s0182.jpg,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus,Notiophilus biguttatus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5873211/d182s0097.jpg,Harpalus rufipalpis,Harpalus rufipalpis,Harpalus rufipalpis,Harpalus rufipalpis,Harpalus tenebrosus
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/8378220/d183s0096.jpg,Harpalus serripes,Harpalus serripes,Harpalus serripes,Harpalus serripes,Harpalus anxius
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5872148/d084s0543.jpg,Bembidion assimile,Bembidion schueppelii,Bembidion assimile,Bembidion doris,Bembidion mannerheimii
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/1035931/d080s0182.jpg,Bembidion tetracolum,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/9377664/d071s0706.jpg,Bembidion obliquum,Bembidion obliquum,Bembidion obliquum,Bembidion obliquum,Bembidion obliquum
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/4473903/d031s0313.jpg,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis,Leistus spinibarbis
/fs/ess/PAS2136/Rayeed/BritishCarabids/British Carabids/database/5753612/d028s0035.jpg,Cychrus caraboides,Cychrus caraboides,Cychrus caraboides,Cychrus caraboides,Cychrus caraboides
