ImageFilePath,Genus,ScientificName,Length,Width,TempMin,TempMax,Precipitation,Rain,Snowfall,WindGust,WindSpeed,TempAvg,Embedding,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046187.jpg/bfcafe02-85bc-4e21-b61f-76297a75630d_c4d876d5-6df9-4c86-928a-bd7d7ba54bbc.png,Pterostichus,Pterostichus lachrymosus,0.837853218740713,0.442371134332128,20.2,15.3,18.9,18.9,0.0,38.2,7.6,17.75,[[ 1.2411729 -2.2112892 -1.8384949 ...  2.1713214 -4.7123885  5.789842 ]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046177.jpg/7e51b13a-3fb0-4fda-b63b-c8d6ceeef01b_8a659a26-05ce-4a6a-ba58-5c327f547016.png,Pterostichus,Pterostichus lachrymosus,0.941015999391674,0.456459807163298,20.8,13.1,0.7,0.7,0.0,38.5,12.0,16.95,[[ 1.4168252 -2.0846565 -1.8670665 ...  1.0111034 -6.9063883  5.592216 ]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051579.jpg/619c7cd7-ccda-45c7-ade3-620eb4e1c2d2_9bdb38cf-c2ba-4f97-8e43-94f407458b3b.png,Calathus,Calathus advena,0.505140255108028,0.248355007733434,18.5,7.6,11.0,11.0,0.0,42.5,9.4,13.05,"[[ 2.565449   -1.6179631  -1.9808427  ...  0.51506424 -4.709482
   4.4137077 ]]",Pterostichus restrictus,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050031.jpg/ca13b412-98ea-4830-8542-312ef0aba2da_e304f6ac-1d65-479e-921c-050fa7a7eacb.png,Pterostichus,Pterostichus melanarius,0.835981584107938,0.470702697692799,25.9,14.3,0.0,0.0,0.0,36.4,14.4,20.1,[[ 2.4565089 -2.0080748 -2.4927685 ...  1.7176548 -2.4163644  5.3959208]],Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051612.jpg/fbda775c-84bf-4989-93b6-ee4474f10b7e_e57572e6-c6f4-4bc8-b204-f3c10070c2ff.png,Calathus,Calathus advena,0.607096513307883,0.330228111365965,15.8,4.2,2.3,2.3,0.0,39.6,9.9,10.0,[[ 1.9688857 -1.4773192 -2.2871697 ... -0.6939387 -5.2678103  5.3583336]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033636.jpg/6b4daaf5-3538-42b9-8b6e-6025498cce9d_ce92df99-4524-43f4-b267-3c10b5f66f5a.png,Synuchus,Synuchus impunctatus,0.562259045937033,0.263400658818795,27.3,17.5,0.6,0.6,0.0,18.7,6.3,22.4,"[[ 2.886213   -1.9740884   2.2018404  ... -0.48851195 -1.3007439
   2.1018014 ]]",Calathus advena,Synuchus impunctatus,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050041.jpg/b11fa63a-1e5a-4ffc-bd80-49748df982dc_1a4937c5-7f6c-4c16-8803-c13af5b43aa7.png,Cyclotrachelus,Cyclotrachelus torvus,0.960613827518548,0.518759645932424,26.9,18.2,0.0,0.0,0.0,55.1,28.2,22.55,[[ 2.4230697 -1.7444258 -1.9118799 ...  1.3906081 -4.4554925  4.3357263]],Pterostichus melanarius,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051611.jpg/977a0806-c78d-43a7-9c41-008c54315902_1efc68ca-38f1-489d-8cbb-0c0ce811dce2.png,Pterostichus,Pterostichus restrictus,0.585826125102514,0.29286953583097,15.8,4.2,2.3,2.3,0.0,39.6,9.9,10.0,[[ 1.1499392 -1.8189291 -1.1320875 ...  1.3505864 -3.395197   6.28977  ]],Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046173.jpg/080fee2f-dec5-4247-bddd-f61e3a7f37fb_627af4dc-86d3-4f30-a6dc-3bb9e6bbcea4.png,Pterostichus,Pterostichus lachrymosus,0.808901098808946,0.478914990265741,20.8,13.1,0.7,0.7,0.0,38.5,12.0,16.95,[[ 1.5350049 -1.3839451 -1.555287  ...  1.9912326 -5.3732624  5.197257 ]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040687.jpg/9d3fdfcf-a931-4648-ae1d-5118e52422b4_261cd639-37e7-4719-a2d3-6263a466d4ca.png,Synuchus,Synuchus impunctatus,0.579708829229738,0.320520506295251,23.7,14.0,1.3,1.3,0.0,23.4,10.7,18.85,[[ 1.9563975 -1.4880749 -2.5084329 ...  2.101013  -3.5159526  3.2155516]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051606.jpg/c0608dbf-8874-4674-bcd7-0491bf37e536_d9a3c4ea-f2fa-4f56-9b3e-3d23926133a4.png,Calathus,Calathus advena,0.525661471864004,0.278482174039623,16.4,6.9,0.3,0.3,0.0,58.0,17.1,11.65,[[ 1.7553161 -1.2491311 -1.8611889 ...  1.0832058 -1.9046692  5.399966 ]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051184.jpg/3a4eca56-e05a-46fa-8bb6-399a7f3e343d_fdc6e463-912b-4800-af51-7de6944ded04.png,Euryderus,Euryderus grossus,0.786661658590879,0.592567071370003,29.8,14.7,0.8,0.8,0.0,31.3,16.8,22.25,"[[ 2.8377697  -1.9366958  -0.01895407 ...  6.7956495  -4.686419
   1.8870798 ]]",Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000041411.jpg/3f5b6152-e061-4db3-8458-0e47114c6d5d_ae74701c-81b7-41d9-9a9d-c1bcdb388a92.png,Calosoma,Calosoma affine,1.40040308012758,0.870665161045701,30.6,20.0,0.7,0.7,0.0,47.9,24.4,25.3,"[[ 1.4850734  -1.2937962  -2.8390892  ...  0.63092756  0.90063304
   5.2628636 ]]",Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034540.jpg/7fed884d-6826-435c-b5cc-f4965d52def9_efd15ec0-3633-4e59-a1d0-27ac9181bc87.png,Agonum,Agonum octopunctatum,0.500295207194492,0.286350433517021,24.8,20.0,1.0,1.0,0.0,29.9,13.6,22.4,"[[ 0.32371828 -1.4392602  -3.7818143  ...  1.6582993  -3.9036007
   5.3861814 ]]",Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051162.jpg/c17022ff-96ed-4230-84ee-b96c45a9ce62_44a8dcc4-6e93-4317-953f-5bd1550b2d21.png,Pasimachus,Pasimachus elongatus,1.27057705153849,0.81950864132427,24.0,9.4,1.0,1.0,0.0,31.0,16.4,16.7,"[[ 2.3176064  -1.1732906  -0.81020594 ...  0.71707374 -2.2061388
   3.8511658 ]]",Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046298.jpg/6edf30aa-5252-486c-887d-c2fa2b84940f_bd4d2f9d-495e-4d76-a64f-f4f98b2231e2.png,Carabus,Carabus goryi,1.42870420900731,0.611704205072412,16.8,8.5,0.9,0.9,0.0,31.3,8.9,12.65,[[ 0.825591  -1.6600256 -4.1781845 ...  1.0546452 -5.0316114  6.6699195]],Pterostichus coracinus,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046182.jpg/29e5848c-e8b2-4df9-af02-65c62ad90cb8_1f9fe379-0ec2-464f-9016-e3480f09b701.png,Carabus,Carabus goryi,1.35922724433713,0.687306710361297,25.0,17.5,0.5,0.5,0.0,29.2,8.7,21.25,"[[ 1.4919974  -1.9601207  -2.8516488  ...  0.05378383 -4.5360093
   4.4544597 ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046086.jpg/59735897-a5e3-476c-a5fa-52ef1831e7bc_08b8e7ac-c7c6-4eb4-af97-3f74180770ac.png,Carabus,Carabus goryi,1.2305887067349,0.602049627210779,28.9,19.9,0.0,0.0,0.0,24.8,8.2,24.4,[[ 1.164595  -1.6462241 -2.8153613 ... -2.2464292 -4.3411636  6.1122336]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050031.jpg/e4a81b95-ce5d-4b0a-a2ca-957c61854f25_9fc8752d-5640-4b38-a743-60ea70bc98a7.png,Pterostichus,Pterostichus melanarius,1.00020756218441,0.529505824792127,25.9,14.3,0.0,0.0,0.0,36.4,14.4,20.1,"[[ 1.92072    -1.4225515  -2.947995   ...  0.43460554 -4.9416804
   4.500715  ]]",Pterostichus novus,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033584.jpg/e2865f37-1222-46b7-939e-b3469bfeabc1_7213614a-8bf3-4883-9078-686bdb9e9217.png,Synuchus,Synuchus impunctatus,0.589885340244122,0.310820895498584,24.6,18.6,16.5,16.5,0.0,38.9,16.9,21.6,[[ 2.2235787 -1.8223857 -1.8989284 ...  1.2268327 -4.829972   4.54306  ]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033653.jpg/3476346a-9c9d-4d9a-be3a-caf2c7e79745_f902d20e-a65b-4d8c-835c-f2fab7f1b2e7.png,Synuchus,Synuchus impunctatus,0.590073810748446,0.295036905374223,27.3,18.9,18.7,18.7,0.0,38.5,11.6,23.1,[[ 1.6622199 -1.3878678 -1.5298254 ...  0.7314961 -3.2766714  6.5157924]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040684.jpg/cf9f871a-0062-42e5-9bb3-053d8111ec67_53972ef5-9f95-46b0-97e0-c6408b09faa8.png,Synuchus,Synuchus impunctatus,0.546992006402425,0.309660593270573,20.8,15.6,0.4,0.4,0.0,47.2,21.5,18.2,"[[ 0.7038348  -1.4601963  -3.8035724  ...  3.66486    -1.6512344
  -0.01912027]]",Harpalus pensylvanicus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051598.jpg/bce47839-6187-48c6-abe8-4655dfa89c9b_e3cc4944-9527-4be0-9f21-a0a02afa3e2b.png,Calathus,Calathus advena,0.537666177748672,0.317586016510296,12.9,3.1,3.6,3.6,0.0,66.6,14.2,8.0,[[ 1.8639177 -1.8436671 -1.5793236 ...  1.1888025 -5.0818715  4.9323325]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040691.jpg/749b24b8-e5a9-4da2-acc2-e9203ca7d9af_18914675-69bc-485e-837f-266626762f41.png,Pterostichus,Pterostichus novus,0.913625590834037,0.511331890710395,27.2,17.5,0.0,0.0,0.0,29.5,15.3,22.35,"[[ 2.3236926  -2.0107923  -2.0851011  ...  0.79010767 -4.3607054
   3.895245  ]]",Pterostichus novus,Pterostichus novus,Pterostichus melanarius,Pterostichus novus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046184.jpg/880a1bf6-3f27-4807-b436-cda3ffa84070_96bb5b08-2200-4681-9c04-61a5b874b5a9.png,Pterostichus,Pterostichus coracinus,0.841268812661099,0.415199796263965,25.0,17.5,0.5,0.5,0.0,29.2,8.7,21.25,"[[ 2.3555925  -1.8787476  -2.809744   ...  0.07279518 -6.983408
   3.174511  ]]",Pterostichus lachrymosus,Pterostichus coracinus,Pterostichus lachrymosus,Pterostichus coracinus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051559.jpg/eb263771-85e3-48da-9618-6c0f6d2a4025_1c63b97a-c6df-4a66-80f8-7d423851fa19.png,Calathus,Calathus advena,0.619153738058127,0.338198726163152,17.3,7.8,20.6,20.6,0.0,46.8,12.0,12.55,"[[ 2.6723151  -1.1938146   0.51898605 ...  1.059676   -0.63032067
   6.4094324 ]]",Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046081.jpg/e6d7f52c-5e62-40fc-9cda-68900afb8711_1d0900de-d0e2-4502-9144-a4b57046aad7.png,Carabus,Carabus goryi,1.37637204272682,0.617608290099801,25.6,16.9,0.1,0.1,0.0,56.5,18.3,21.25,"[[ 1.4271176  -1.8855401   0.20684206 ... -0.45749676 -3.6442623
   2.0680313 ]]",Cyclotrachelus torvus,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051587.jpg/3ad520f7-2152-4177-a05a-8dec16258b0e_e50034fe-4dec-4889-adb7-06e933778547.png,Calathus,Calathus advena,0.518861600997862,0.311591192017685,20.2,9.2,0.3,0.3,0.0,77.4,19.1,14.7,"[[ 1.7330339  -1.644538   -0.64896613 ...  2.125973   -3.9431908
   2.2886605 ]]",Agonum punctiforme,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051576.jpg/61f9650b-9ca0-4583-9dd6-4ed2f59da013_bcdd2fce-4207-435c-90f8-fbc802fae62e.png,Calathus,Calathus advena,0.623484486277088,0.349025322640893,18.5,7.6,11.0,11.0,0.0,42.5,9.4,13.05,[[ 1.7978344 -2.246339  -2.3789139 ...  1.9548583 -3.5854492  3.829466 ]],Pterostichus restrictus,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040717.jpg/e138a527-48fb-442a-a1c1-c859d7e98d67_dbd7df3a-8e42-42c3-b83d-a351cd57745c.png,Carabus,Carabus nemoralis,1.53313471923901,0.957020874651439,26.1,17.4,5.4,5.4,0.0,33.5,14.3,21.75,"[[ 1.270984   -1.7358718  -6.2342753  ... -1.4793835  -0.48587048
   5.5577617 ]]",Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000012432.jpg/4beb5b2e-128a-4848-8cd7-528659ba2362_dd1ce63d-1566-467b-ada7-413f63110c01.png,Carabus,Carabus goryi,1.36304244807347,0.686802819743445,7.8,3.6,15.2,15.2,0.0,90.4,29.2,5.7,[[ 1.3855594 -1.7538245 -4.5789003 ... -0.5339686 -5.0707655  4.631415 ]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051585.jpg/6bb5c268-fde1-4cee-a5e9-c54a93621fcd_2b68d61e-b6dd-4fff-884c-5fbe1eb3038b.png,Calathus,Calathus advena,0.575841003979264,0.317479331987548,16.0,5.9,0.0,0.0,0.0,42.1,12.2,10.95,"[[ 2.6648407  -1.4327195   0.62804544 ...  0.66770273 -0.6322622
   4.548893  ]]",Cymindis cribricollis,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033690.jpg/162529a5-3771-46d6-8efc-843423dd6f7b_2e49562f-6b3d-4542-ad43-b8ce55566efc.png,Cymindis,Cymindis cribricollis,0.496048638631212,0.256491305079659,27.3,17.5,0.6,0.6,0.0,18.7,6.3,22.4,"[[ 1.3024827  -0.824105   -1.5987163  ... -0.42080078 -1.4167926
   2.965169  ]]",Cymindis cribricollis,Cymindis neglecta,Cymindis neglecta,Cymindis cribricollis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051580.jpg/62aa76c0-b1eb-472b-a934-6b14e8a0b45b_c50168b3-e78f-482f-801b-8cc75248d739.png,Pterostichus,Pterostichus restrictus,0.628295819801373,0.344768649815677,18.5,7.6,11.0,11.0,0.0,42.5,9.4,13.05,[[ 2.358577  -1.1472527  1.1325476 ...  1.6349479 -2.889432   5.005352 ]],Calathus advena,Pterostichus restrictus,Calathus advena,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051598.jpg/1420ff2f-cdcc-4af9-860f-d3b8070b37f6_36969d15-9c2a-4717-852b-781810c9aee7.png,Calathus,Calathus advena,0.567385068281114,0.320252052928022,12.9,3.1,3.6,3.6,0.0,66.6,14.2,8.0,"[[ 2.025449   -2.3241966   0.00423077 ...  1.8926126  -2.333004
   3.6870174 ]]",Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051542.jpg/e8040a47-2e74-4e0c-90e3-3882c9cfed87_74aa9812-eedb-48bd-bb4e-85d94fc9b8d6.png,Harpalus,Harpalus paratus,0.82146869131502,0.489677224081112,22.2,13.1,1.0,1.0,0.0,39.6,20.8,17.65,"[[ 1.6423498  -1.6000122  -2.0881405  ...  0.62095636 -3.9123416
   4.2518673 ]]",Harpalus paratus,Harpalus paratus,Harpalus paratus,Harpalus paratus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033653.jpg/b0d0b921-d0fe-42ec-aeec-01f570ce96a5_744f139e-7fe8-43d0-973b-828e137cccc1.png,Synuchus,Synuchus impunctatus,0.543181064120976,0.259072842827938,27.3,18.9,18.7,18.7,0.0,38.5,11.6,23.1,"[[ 2.8642697  -1.3588617   0.55349725 ...  1.7627206  -3.0530956
   4.8120785 ]]",Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046073.jpg/227bd6c8-2f9f-426a-af38-0d5978037822_6fb4030e-d84f-4780-94ee-43c419967683.png,Carabus,Carabus goryi,1.31967857484841,0.649777203703477,26.9,17.6,5.2,5.2,0.0,35.6,12.4,22.25,"[[ 0.9238165  -1.5089945  -5.4047856  ...  0.98946655 -5.7617145
   6.109352  ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051596.jpg/0987d70e-1d92-4ff7-9086-804f1f010671_f7b16720-06ff-46e0-add5-1060a490fa81.png,Calathus,Calathus advena,0.564005259918885,0.310250283819769,12.9,3.1,3.6,3.6,0.0,66.6,14.2,8.0,[[ 1.7290022 -1.2410456 -1.4776661 ...  1.5311745  1.3706267  4.463687 ]],Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008916.jpg/51c92f09-4aae-46f7-92f8-c067abebcef1_82d70cc2-640e-4dea-aae6-66b86204dbdd.png,Pterostichus,Pterostichus melanarius,0.99236917865459,0.550442185304705,25.7,17.7,0.1,0.1,0.0,36.4,15.8,21.7,"[[ 2.4956617  -0.83632016 -2.6271014  ...  2.6733336  -4.530055
   2.5778952 ]]",Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040722.jpg/425eeaff-c93e-4607-9bd9-5dfff1fd9d31_d26bee0b-e2a2-425c-9e81-7f2311fa12f2.png,Synuchus,Synuchus impunctatus,0.623193174023777,0.373002833541268,25.4,17.1,0.0,0.0,0.0,34.9,14.5,21.25,[[ 2.4874697 -1.5030951 -1.8742387 ...  0.9131599 -4.9240365  2.1596584]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008920.jpg/4dfa5c81-789d-4307-8eea-189c95c8edc6_603cbea1-075a-41e9-9799-5ebdcd9bac95.png,Pterostichus,Pterostichus melanarius,1.05068254364448,0.567417438039355,27.2,17.5,0.0,0.0,0.0,29.5,15.3,22.35,[[ 1.9141998 -1.5395528 -2.3755786 ...  1.7027953 -4.3524942  2.5233305]],Cyclotrachelus torvus,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
