ImageFilePath,Genus,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/263123fe-9349-4520-a704-7a6d12e59f3d_e4109a0a-1fcd-43b1-a2d9-2aa3a2fd46b3.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/d15b50b7-0588-41c2-9706-4b286b6e264e_a25e2dc0-5cf7-45d0-9a95-b97faa97882c.png,Pterostichus,Amara,Pterostichus,Harpalus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/3753a944-5518-4aa7-b2a2-b713dc794139_ddbcdfee-ec8d-4f5b-bbd7-718d5f883e2c.png,Pterostichus,Harpalus,Pterostichus,Amara,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/72041ea0-a8e1-43b9-b133-422babd8129c_ca6f95bf-e68f-4271-9ab1-fa51c50152cf.png,Pterostichus,Harpalus,Syntomus,Amara,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/45d25c79-af92-4ae6-b27e-913b4dfa5071_04a5fadd-60bd-4659-9fae-9df8d94f8dd9.png,Pterostichus,Harpalus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/57064cad-cb57-4062-865d-17e9e990811f_35a74892-07c3-4b41-a7c1-8bf55380b7b8.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/00b82b20-f903-4ffa-9367-dfcde433b1be_210a2a68-8494-435b-9f6c-d0df92ead6e5.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/660576a4-cafc-447e-bf62-e7bcaf6189e7_189d01c5-8b8d-4bd9-b3a3-6ff164b9621d.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/72c51b6f-1750-4820-9019-537702d0b01f_a5794022-9711-4990-8ae8-1b16a698e9cf.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/d67f5bdd-e40a-4293-9f3a-a96aba8bc63a_6a407fa1-7d22-45d7-a569-98ed7e85d2a7.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/89042c35-35ac-4918-b52c-7ac98d6c3a3b_81a53422-eb3e-4ca1-8b41-353802a926aa.png,Pterostichus,Bembidion,Syntomus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/5eb9deef-7a9b-46bc-bb51-6ca1a208fd83_36d7efad-4de9-4747-8c83-ff15d1975d35.png,Pterostichus,Pterostichus,Syntomus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/95162078-26ba-4281-b918-d4e07d9b9f20_dd647009-8ff8-441a-84a2-892b51aa3974.png,Pterostichus,Bembidion,Syntomus,Pterostichus,Amara
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/ccb284a6-f46c-4d89-9908-6ba5ef960c03_5b6ce06c-311b-430e-aa4a-3269b064f804.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/d073c25e-b099-4424-9e2f-9a951dc3a35c_edf9014a-0a46-4ee8-8249-79e4f6a30605.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/cafe35a3-4dfa-42cd-b527-e9a8af7e4ca3_32c480fd-6361-4092-826f-aa3ad7fd7585.png,Pterostichus,Bembidion,Syntomus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008914.jpg/c4ddff31-2967-478a-9812-1f074d20ad8e_b4f7048a-b678-4466-8261-c6d36fcb67a7.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/7a6ac9e0-9bde-4445-b70a-5c56d07936a3_3efeeee8-4e7f-45e6-b657-4e2f7064ac2e.png,Pterostichus,Amara,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/706fd18e-a3a3-4029-9b19-ab9dd656bea2_3441aa5e-0808-4f85-929d-c29ef2c0911e.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/ddcb73c7-296f-4d80-9ff0-ab87553e9285_d92e8559-6a27-4e09-a43f-0ce36b2232a1.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/1dd627f9-9dc3-4662-a6dd-e462c32d7c00_a66267eb-1002-447f-ac1c-6ef535af2b30.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/03ff9404-3bc9-4cfa-834c-c8ac4820ae90_a4d2bef2-a40f-4651-bc24-5fe103e1124f.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/138bc7c8-e1d7-4aed-9bf0-93dc8ac2064f_94a3231a-125d-453d-991a-5658b7c077f4.png,Pterostichus,Pterostichus,Pterostichus,Amara,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/032ddd46-beaf-4afc-9819-9241a7a02938_fbcf4def-68eb-4ab9-952a-57903c73249b.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/3cde4064-4b5c-4792-b248-8283f6c4b3bb_5bc57897-8e6b-4005-ace3-86ad7e34f1fd.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/6f0292ce-97bd-4879-aee8-86a3edd784a0_9d4ce633-9bcc-45cf-bcf9-1349e75abcce.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/ea951b5e-4533-469f-8218-18e61d4b7754_adb57184-6e11-4fad-9dff-2f1ad135ca1a.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/15e82707-c7dd-422f-9a89-9da4fbb87080_f552dd64-85df-4a58-bd15-3fbfc5525770.png,Pterostichus,Amara,Pterostichus,Harpalus,Amara
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/591f52b5-c528-4c45-9ad8-85078b655a34_5f1913f3-f087-4ac6-a382-efcbcca6edb4.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/9789206a-56ac-4839-abd2-a61f359af99f_9130f095-132d-48a1-b9ff-b2c7c383cfcd.png,Pterostichus,Pterostichus,Pterostichus,Poecilus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/89f3a485-332e-4a56-8de9-895e7db2f068_40e5c07f-426b-466b-9da4-e458597d9dd8.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/e0deede1-d971-4314-ab6d-7a6db3c7ad2d_fcf47b15-1c92-4883-8ef0-e4502c82260e.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/beaa54fa-5668-41f6-be5d-fa89f06f76a0_809115b7-cb8c-47c1-a0a6-185d4bf5966f.png,Pterostichus,Pterostichus,Syntomus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/cc8da953-20ee-4bf3-9e30-707c5eff8da0_d6fd9e70-aa9b-4cea-b92a-fa31b09775f9.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/3085973f-111b-400d-a521-2f7be8869a09_7aca66b2-25ea-4bf0-add0-0f0c201db1fe.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/9b3ffd21-0d9d-44c8-9768-36a04e6b4366_cf8fc3f8-6edb-4688-a6de-ecd40c6ae311.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/b806da24-4552-41b6-a3cf-33fc0b58e5c5_5460c98b-d852-40e4-911a-421cbaa28a00.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/362272d7-fb42-4a17-bb8e-c57559786d2d_d619783f-5822-4504-a58e-0e4dce2eb9d4.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/b9bac31c-5f96-47a4-bbc6-6c1205b832ee_d437918b-d961-4581-a56f-fe7e8b0ff2be.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/c3813b33-39f2-4d58-90ad-7d70d4e3e510_cf08eeab-0a63-4a03-9d47-1ca7123c2b28.png,Pterostichus,Bembidion,Syntomus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/6e68bae1-01b1-464f-8034-88acdb38cf02_4b421c96-f2f0-46e5-ac30-67db419eccb0.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/0a6e000c-ae56-4f7d-9747-ddc8da1793a9_d1fc6503-464d-42e2-b3fc-70a7fae50728.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/fe3f9be5-0625-48a5-bc29-623625f49f14_5191a0cc-f0d6-409f-83e9-72e1b34ccd0a.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/58edacd2-6a5a-4d5c-bfe9-c7bb1969ee53_ed3bc8c7-a4ec-43b5-86d7-0c4215b62aeb.png,Pterostichus,Amara,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/85ad08bd-ef2c-4bd5-ab00-c94b36eb8c78_f5ef9690-101c-4e2c-8856-f4f25f91885e.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/792defc6-9930-419e-ba5a-a6851aa86341_ac738925-0c5c-40cc-898b-4a2bb9e5a0e2.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/89d994a4-f400-4fba-be96-04f1895e2b72_aa87471f-f3c6-41de-a560-9b0f2c3c8c56.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/226f5a21-9bc1-403d-bb0f-4ef4b26b5092_b8e32a54-b356-446c-866a-9d9df04cb3a1.png,Pterostichus,Harpalus,Pterostichus,Anisodactylus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/5b65e78a-c299-4641-ae90-17f02c97886a_298ab972-c56f-484b-bc71-b96bceb0db2d.png,Pterostichus,Harpalus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/f7a51b95-b9a6-48bf-ac03-80d8a077a905_be3f66b9-1800-49ed-9c8a-6ca3d8837971.png,Pterostichus,Harpalus,Pterostichus,Anisodactylus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/fdb55fca-9920-4a68-a83e-35b3320f18dd_7fa39b25-c89a-439f-8a7f-a0523c47afc3.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/f17a8485-5f63-424c-aa7e-cab00f84a723_20b0df82-d75c-412c-bf0c-09aadf1767a9.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/3157e81e-7ee3-43af-8b91-670619385677_f9c33eec-9872-4532-a075-6c1681df8054.png,Pterostichus,Harpalus,Pterostichus,Amara,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/00d82ab2-2f47-425b-bb02-80c8eaa611f5_f5422fe5-7955-4c3d-b2a2-93cb4375a384.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/61de8887-91e8-4052-907b-da84cccf27d8_7044e35e-1ec2-448d-a488-51537847af16.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/ee64fedc-bab4-42e2-9002-b06ab52dba76_889fa53e-7f55-46ee-9067-7cc1966e8a7a.png,Pterostichus,Pterostichus,Pterostichus,Amara,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/3ffc38e0-abf5-4a67-a8f5-cb7c66fb7381_6288bb2b-4e6d-49fb-8e16-5edda576862e.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/e5f795b0-1725-48a8-b795-a69a651e94a7_28804e83-427e-484e-85b1-b7baa6ff8951.png,Pterostichus,Harpalus,Pterostichus,Agonum,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/1bca09de-9b6e-4d7f-8b93-211e8ce9d5b4_f6335dd2-9906-490d-aa1c-457fc1957030.png,Pterostichus,Amara,Pterostichus,Amara,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/542115ab-ff11-4b49-bd7e-0949ae4d4c5e_a6d08b93-9f7c-4710-a7f2-9d3f7445a689.png,Pterostichus,Pterostichus,Pterostichus,Pterostichus,Pterostichus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BeetlePalooza/individual_images/A00000008915.jpg/859c64a8-2ba9-4e8e-8927-59bf548e2aac_fe86267c-dbde-4789-b588-265c404844dd.png,Pterostichus,Bembidion,Pterostichus,Pterostichus,Pterostichus
