ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Clivina/dentipes/086f11c9-1623-43b7-a72a-485217509b04.png,Clivina dentipes,Clivina dentipes,Clivina dentipes,Clivina dentipes,Clivina dentipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Brachinus/medius/be7e423c-11e9-430a-9fe9-a3897172dee4.png,Brachinus medius,Brachinus fulminatus,Brachinus vulcanoides,Brachinus fulminatus,Brachinus vulcanoides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/relictus/f698148d-0744-4995-9fb9-3344f7458ac9.png,Scaphinotus relictus,Scaphinotus petersi,Scaphinotus petersi,Scaphinotus petersi,Scaphinotus petersi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/trifasciata/fa18e443-5ed1-4951-a39a-e91d8f195e14.png,Cicindelidia trifasciata,Ellipsoptera marutha,Cicindelidia trifasciata,Cicindela ohlone,Cicindelidia trifasciata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/scutellaris/35fa14e8-2925-4747-b3fa-761b4d01ae81.png,Cicindela scutellaris,Tetracha virginica,Cicindela scutellaris,Cicindela scutellaris,Cicindela scutellaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/hirticollis/4f140474-e767-441a-8bbe-0fdac9b3eaeb.png,Cicindela hirticollis,Cicindelidia rufiventris,Cicindela limbalis,Cicindelidia punctulata,Cicindela willistoni
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/leucoscelis/2b4d1ead-58e2-4d75-92b3-f81d4a5dc0a7.png,Chlaenius leucoscelis,Chlaenius leucoscelis,Chlaenius leucoscelis,Chlaenius leucoscelis,Agonum extensicolle
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/atripes/03ee997d-e355-4aaf-b9ef-c00289097c99.png,Galerita atripes,Galerita atripes,Galerita atripes,Apenes lucidula,Galerita atripes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/viridis/d3896629-24e0-4515-b0ed-bddcb2fc7c2f.png,Lebia viridis,Lebia viridis,Lebia viridis,Lebia viridis,Lebia viridis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetragonoderus/fasciatus/a7c451ce-d735-46bf-a73c-6ba6e0301124.png,Tetragonoderus fasciatus,Tetragonoderus intersectus,Tetragonoderus fasciatus,Tetragonoderus fasciatus,Tetragonoderus fasciatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/3390daa3-0f9f-407b-b083-a9ae9a115b27.png,Tetracha carolina,Tetracha carolina,Tetracha carolina,Tetracha carolina,Tetracha carolina
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Paraclivina/bipustulata/2c10f032-7402-43c4-9817-d489167c58f5.png,Paraclivina bipustulata,Paraclivina bipustulata,Paraclivina bipustulata,Paraclivina bipustulata,Paraclivina bipustulata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/lengi/141651e3-1063-4a1b-8cf6-ba9eb9afd076.png,Cicindela lengi,Cicindela lengi,Cicindela lengi,Cicindela lengi,Cicindela lengi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/d327b354-114b-4d26-abfb-2f47fb0b2f67.png,Calosoma sayi,Calosoma sayi,Calosoma sayi,Calosoma sayi,Calosoma sayi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Parvindela/lemniscata/36685acf-16bb-43fd-b74b-89d39d5cc66b.png,Parvindela lemniscata,Parvindela lemniscata,Parvindela lemniscata,Parvindela lemniscata,Parvindela lemniscata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Nebria/brevicollis/38bf686d-a06e-4544-88d0-8f8bd6b58d71.png,Nebria brevicollis,Platynus ovipennis,Nebria brevicollis,Platynus ovipennis,Nebria brevicollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Stenomorphus/californicus/33d63f74-731a-4694-b4d7-6e88a761de81.png,Stenomorphus californicus,Stenomorphus californicus,Stenomorphus californicus,Stenomorphus californicus,Stenomorphus californicus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/4e93d958-53c5-4793-8424-df11da748668.png,Cicindela repanda,Cicindela repanda,Cicindela repanda,Cicindela repanda,Cicindela repanda
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/cohni/1b52087e-0484-483c-9d29-6eded152cf6a.png,Harpalus cohni,Selenophorus opalinus,Synuchus impunctatus,Amblygnathus mexicanus,Trichotichnus autumnalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/impotens/69905481-ebf6-46a3-98eb-0f86a1e604b1.png,Bembidion impotens,Bembidion mimus,Bembidion mimus,Bembidion castor,Bembidion versicolor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/amputatus/50e8f2e3-9f74-4a49-8b43-cf0a0a2fc13a.png,Harpalus amputatus,Aztecarpalus schaefferi,Harpalus amputatus,Anisodactylus harrisii,Lachnocrepis parallela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Nebria/metallica/f8192220-0477-4fc9-9e6a-fd8c9ade652e.png,Nebria metallica,Nebria metallica,Nebria metallica,Nebria metallica,Nebria metallica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/simplex/47da4fbb-65d6-4385-8377-e21fb3116eef.png,Calosoma simplex,Calosoma simplex,Calosoma simplex,Calosoma simplex,Calosoma simplex
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/mutatum/df4b15ed-e716-4b55-b3a0-c35c58f5f055.png,Agonum mutatum,Anisodactylus rusticus,Anisodactylus harrisii,Agonum errans,Lophoglossus substrenuus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/2ede9d5e-c4e6-44fc-9a46-bb47df62b6b1.png,Cicindela tranquebarica,Cicindela tranquebarica,Cicindela tranquebarica,Cicindelidia rufiventris,Cicindela tranquebarica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Trichotichnus/autumnalis/53402939-52c1-4950-bc9b-45644bb55d95.png,Trichotichnus autumnalis,Selenophorus opalinus,Trichotichnus autumnalis,Trichotichnus autumnalis,Trichotichnus autumnalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calathus/peropacus/a859ddcf-2036-43cd-906d-d2725dbc796a.png,Calathus peropacus,Calathus peropacus,Calathus peropacus,Calathus peropacus,Calathus peropacus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Selenophorus/sinuaticollis/4c7f1046-396c-42d9-906b-42fae9dc5a32.png,Selenophorus sinuaticollis,Discoderus robustus,Selenophorus aeneopiceus,Anisodactylus anthracinus,Discoderus robustus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Ellipsoptera/marginata/d0739166-cd4f-4cbf-873a-c5359a4e2409.png,Ellipsoptera marginata,Ellipsoptera marginata,Ellipsoptera marginata,Cicindelidia highlandensis,Ellipsoptera marginata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/ruscarius/f8db1919-43ba-4072-9083-f558156d20ad.png,Elaphrus ruscarius,Elaphrus ruscarius,Elaphrus ruscarius,Elaphrus ruscarius,Elaphrus ruscarius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/unicolor/7a3fa738-f6a5-421f-8eb0-6e28bc058eea.png,Scaphinotus unicolor,Amara crassispina,Amara crassispina,Anisodactylus harrisii,Diplocheila striatopunctata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/pulchra/97a5a1c8-13c1-4053-8852-d82117035a87.png,Cicindela pulchra,Cicindela pulchra,Cicindela pulchra,Cicindela pulchra,Cicindela pulchra
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/impunctifrons/b0bb7529-fc26-4f21-86c2-dcc698102762.png,Chlaenius impunctifrons,Chlaenius impunctifrons,Chlaenius impunctifrons,Chlaenius impunctifrons,Chlaenius impunctifrons
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Nebria/brevicollis/14786a06-cd9d-40b5-a99a-1c4b137a3822.png,Nebria brevicollis,Pterostichus adstrictus,Nebria brevicollis,Calosoma sayi,Agonum ferreum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicheirotrichus/cognatus/a59817be-35d3-4263-8785-c874643139cb.png,Dicheirotrichus cognatus,Lachnophorus elegantulus,Dicheirotrichus cognatus,Bembidion nitidum,Stenolophus comma
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/dyschirinum/983fa1f4-2c02-4a22-bb8b-bbbe707133ad.png,Bembidion dyschirinum,Dicheirotrichus cognatus,Dicheirotrichus mannerheimii,Amerizus spectabilis,Notiophilus sylvaticus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/rugatifrons/85fd82c0-e5d2-488f-9146-2f6b59f78d21.png,Lebia rugatifrons,Lebia solea,Lebia analis,Lebia analis,Lebia analis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Trechus/obtusus/98956902-8107-4814-8968-32f328160d90.png,Trechus obtusus,Amara quenseli,Trechus obtusus,Amara quenseli,Trechus obtusus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/sculptilis/f7c77ae0-8bf7-43ab-ba6b-1d521399edbd.png,Dicaelus sculptilis,Calosoma sayi,Dicaelus sculptilis,Dicaelus dilatatus,Dicaelus sculptilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/californicus/02428c15-a4e7-44b8-8c24-08279bb99bca.png,Elaphrus californicus,Elaphrus ruscarius,Elaphrus ruscarius,Elaphrus ruscarius,Elaphrus ruscarius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/sculptus/3a44d604-254f-43e2-86c0-a8bcea2c0b3a.png,Pterostichus sculptus,Harpalus fraternus,Pterostichus sculptus,Dicaelus dilatatus,Pterostichus sculptus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/inanis/7bc0f2fe-a57d-41e3-ba79-8c0daa8e0b60.png,Pterostichus inanis,Scarites vicinus,Rhadine jejuna,Apenes lucidula,Scarites vicinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/timidum/35cc5da0-d0dd-41fa-b24e-b79f763071ba.png,Bembidion timidum,Bembidion rapidum,Bembidion impotens,Badister reflexus,Bembidion impotens
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Diplocheila/obtusa/d53b1345-5ccd-4996-bdba-be040ec57d47.png,Diplocheila obtusa,Amara cupreolata,Amara cupreolata,Amara cupreolata,Amara aenea
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Ellipsoptera/nevadica/642531c8-2309-4846-b7e1-72b4ee967ae3.png,Ellipsoptera nevadica,Ellipsoptera nevadica,Ellipsoptera nevadica,Cicindelidia politula,Ellipsoptera nevadica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Paraclivina/bipustulata/74c6466e-5e08-4875-a274-267533052ef2.png,Paraclivina bipustulata,Paraclivina bipustulata,Paraclivina bipustulata,Badister notatus,Paraclivina bipustulata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/arizonica/3ff7dbd9-d0bd-48e1-8789-31b39694ad7e.png,Lebia arizonica,Lebia abdita,Lebia abdita,Bembidion sphaeroderum,Lebia solea
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/purpurea/3e732ee7-8599-4036-9537-0172bd907ec8.png,Cicindela purpurea,Cicindela decemnotata,Cicindela purpurea,Cicindela ancocisconensis,Cicindela purpurea
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphrus/viridis/dc533a4d-7685-42fa-b94a-bd7ac32789c8.png,Elaphrus viridis,Cicindela purpurea,Elaphrus viridis,Cicindela sexguttata,Cicindela longilabris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/pulchra/f5f06d15-8fea-45e3-a5b7-8168f9414ba3.png,Cicindela pulchra,Cicindela amargosae,Cicindela pulchra,Cicindela pulchra,Cicindela scutellaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/nebraskensis/5febc43a-ed40-4df8-83d6-c44e8af7e535.png,Chlaenius nebraskensis,Chlaenius lithophilus,Chlaenius nebraskensis,Chlaenius laticollis,Chlaenius lithophilus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Notiobia/terminata/6281f2b6-aec8-4a8e-926d-9f118888d9e1.png,Notiobia terminata,Poecilus lucublandus,Notiobia terminata,Anisodactylus merula,Notiobia terminata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/tricolor/ba2c3dd0-8ed5-4368-a921-48d87fe206c8.png,Chlaenius tricolor,Chlaenius tricolor,Chlaenius tricolor,Chlaenius tricolor,Chlaenius tricolor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amblygnathus/mexicanus/b26d833e-70cc-4fdd-8b4a-8e8263926337.png,Amblygnathus mexicanus,Selenophorus palliatus,Notiobia terminata,Selenophorus palliatus,Notiobia terminata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/taedatus/8fd452be-5f69-4b48-8de5-c229615c8f96.png,Carabus taedatus,Carabus vinctus,Carabus vinctus,Anchomenus aeneolus,Carabus taedatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Selenophorus/concinnus/f27600be-0d09-48cd-9bb3-e6bb930f8390.png,Selenophorus concinnus,Tanystoma maculicolle,Selenophorus concinnus,Agonum decorum,Selenophorus concinnus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/apricaria/5480a9f9-f1b9-436a-909e-78fc85acce25.png,Amara apricaria,Anisodactylus dulcicollis,Amara apricaria,Amara apricaria,Harpalus ellipsis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amblycheila/picolominii/c34844c0-9ab6-42b7-aa33-50d6cdea4d78.png,Amblycheila picolominii,Amblycheila cylindriformis,Amblycheila cylindriformis,Amblycheila cylindriformis,Amblycheila cylindriformis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/lengi/c1711114-fe62-4f95-ad4b-c8da8a8d091d.png,Cicindela lengi,Cicindela lengi,Cicindela repanda,Cicindela repanda,Cicindela repanda
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/sulcipenne/39c98f9d-4f3f-42b2-b908-2cd84b6209a3.png,Bembidion sulcipenne,Carabus taedatus,Bembidion planatum,Bembidion rusticum,Bembidion planatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/amargosae/bcfcb971-ff55-4db7-8285-9037a2bc977e.png,Cicindela amargosae,Cicindela nebraskana,Cicindelidia nigrocoerulea,Cicindelidia punctulata,Cicindela nebraskana
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Blethisa/julii/4f4f1c67-bfea-40d8-a4f4-c2f5da1dadcf.png,Blethisa julii,Calosoma frigidum,Agonum fidele,Blethisa hudsonica,Calosoma sayi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Sphaeroderus/stenostomus/59fb34be-ba87-4452-9e4e-74a2229d9465.png,Sphaeroderus stenostomus,Scaphinotus unicolor,Sphaeroderus canadensis,Sphaeroderus canadensis,Sphaeroderus stenostomus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/deceptrix/fbe69782-b4c2-4490-835e-d13f99d2b5d3.png,Lebia deceptrix,Lebia deceptrix,Lebia deceptrix,Lebia atriceps,Lebia deceptrix
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/lissopterus/9ae2200f-d756-48c1-8f56-e565ad70b1b7.png,Scarites lissopterus,Amblycheila baroni,Omus audouini,Amblycheila cylindriformis,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Leptotrachelus/dorsalis/55e37cef-1a3d-4714-9046-9f9d1ee697c8.png,Leptotrachelus dorsalis,Cymindis limbata,Leptotrachelus dorsalis,Bembidion frontale,Oxypselaphus pusillus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/c195cd50-f614-41e4-aa90-1cf555235c0e.png,Tetracha carolina,Tetracha carolina,Tetracha carolina,Tetracha carolina,Tetracha carolina
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amphasia/interstitialis/b5c8c19e-87c1-40fc-8682-a1a5477a5779.png,Amphasia interstitialis,Amphasia interstitialis,Amphasia interstitialis,Amphasia interstitialis,Amphasia interstitialis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbata/f4e3535d-264e-49ff-9658-6dc778e91cd6.png,Cicindela limbata,Cicindela limbata,Cicindela limbata,Cicindela limbata,Cicindela limbata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/e097763d-2bd6-4289-8cfd-1df12eb53439.png,Calosoma scrutator,Agonum octopunctatum,Calosoma scrutator,Calleida punctata,Calosoma scrutator
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/affine/312495be-b9dd-4186-a4b9-346d0f53443f.png,Bembidion affine,Bembidion affine,Bembidion affine,Bembidion affine,Bembidion impotens
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/melanarium/1c6add1e-6d6e-4442-b573-ead145adf3ee.png,Agonum melanarium,Agonum melanarium,Agonum melanarium,Agonum melanarium,Agonum fidele
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Eunota/pamphila/a9ee1fda-9385-4f52-a1ee-b4bdc97f3e11.png,Eunota pamphila,Eunota togata,Habroscelimorpha dorsalis,Cicindela tranquebarica,Eunota fulgoris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/nigrocoerulea/d0a80ee1-3c89-4863-90ff-c1f04f024102.png,Cicindelidia nigrocoerulea,Eunota severa,Eunota severa,Cicindela bellissima,Eunota severa
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/sexguttata/176ef5f4-4b23-483c-8b74-f6465e9610f0.png,Cicindela sexguttata,Cicindela decemnotata,Cicindela sexguttata,Cicindela sexguttata,Cicindela sexguttata
