ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_SVMLinear,Pred_SVMPolynomial,Pred_SVMRadialBasis,Pred_NearestNeighbor,Pred_RandomForest,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051579.jpg/619c7cd7-ccda-45c7-ade3-620eb4e1c2d2_9bdb38cf-c2ba-4f97-8e43-94f407458b3b.png,Calathus advena,Cymindis cribricollis,Calathus advena,Calathus advena,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050031.jpg/ca13b412-98ea-4830-8542-312ef0aba2da_e304f6ac-1d65-479e-921c-050fa7a7eacb.png,Pterostichus melanarius melanarius,Pterostichus stygicus,Pterostichus lachrymosus,Pterostichus lachrymosus,Synuchus impunctatus,Pterostichus lachrymosus,Cyclotrachelus torvus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051612.jpg/fbda775c-84bf-4989-93b6-ee4474f10b7e_e57572e6-c6f4-4bc8-b204-f3c10070c2ff.png,Calathus advena,Cymindis neglecta,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Cymindis neglecta,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033636.jpg/6b4daaf5-3538-42b9-8b6e-6025498cce9d_ce92df99-4524-43f4-b267-3c10b5f66f5a.png,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050041.jpg/b11fa63a-1e5a-4ffc-bd80-49748df982dc_1a4937c5-7f6c-4c16-8803-c13af5b43aa7.png,Cyclotrachelus torvus,Carabus taedatus,Cyclotrachelus torvus,Cyclotrachelus torvus,Carabus goryi,Cyclotrachelus torvus,Carabus goryi,Pterostichus lachrymosus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051611.jpg/977a0806-c78d-43a7-9c41-008c54315902_1efc68ca-38f1-489d-8cbb-0c0ce811dce2.png,Pterostichus restrictus,Synuchus impunctatus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Synuchus impunctatus,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046173.jpg/080fee2f-dec5-4247-bddd-f61e3a7f37fb_627af4dc-86d3-4f30-a6dc-3bb9e6bbcea4.png,Pterostichus lachrymosus,Harpalus pensylvanicus,Pterostichus lachrymosus,Pterostichus lachrymosus,Synuchus impunctatus,Pterostichus lachrymosus,Cyclotrachelus torvus,Synuchus impunctatus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040687.jpg/9d3fdfcf-a931-4648-ae1d-5118e52422b4_261cd639-37e7-4719-a2d3-6263a466d4ca.png,Synuchus impunctatus,Anisodactylus rusticus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051606.jpg/c0608dbf-8874-4674-bcd7-0491bf37e536_d9a3c4ea-f2fa-4f56-9b3e-3d23926133a4.png,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051184.jpg/3a4eca56-e05a-46fa-8bb6-399a7f3e343d_fdc6e463-912b-4800-af51-7de6944ded04.png,Euryderus grossus,Harpalus pensylvanicus,Harpalus pensylvanicus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Harpalus pensylvanicus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000041411.jpg/3f5b6152-e061-4db3-8458-0e47114c6d5d_ae74701c-81b7-41d9-9a9d-c1bcdb388a92.png,Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine,Calosoma affine
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034540.jpg/7fed884d-6826-435c-b5cc-f4965d52def9_efd15ec0-3633-4e59-a1d0-27ac9181bc87.png,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum,Agonum octopunctatum
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051162.jpg/c17022ff-96ed-4230-84ee-b96c45a9ce62_44a8dcc4-6e93-4317-953f-5bd1550b2d21.png,Pasimachus elongatus,Carabus goryi,Pasimachus elongatus,Pasimachus elongatus,Carabus goryi,Carabus goryi,Pasimachus elongatus,Carabus goryi,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046298.jpg/6edf30aa-5252-486c-887d-c2fa2b84940f_bd4d2f9d-495e-4d76-a64f-f4f98b2231e2.png,Carabus goryi,Pterostichus coracinus,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046182.jpg/29e5848c-e8b2-4df9-af02-65c62ad90cb8_1f9fe379-0ec2-464f-9016-e3480f09b701.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046086.jpg/59735897-a5e3-476c-a5fa-52ef1831e7bc_08b8e7ac-c7c6-4eb4-af97-3f74180770ac.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050031.jpg/e4a81b95-ce5d-4b0a-a2ca-957c61854f25_9fc8752d-5640-4b38-a743-60ea70bc98a7.png,Pterostichus melanarius melanarius,Pterostichus protractus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033584.jpg/e2865f37-1222-46b7-939e-b3469bfeabc1_7213614a-8bf3-4883-9078-686bdb9e9217.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033653.jpg/3476346a-9c9d-4d9a-be3a-caf2c7e79745_f902d20e-a65b-4d8c-835c-f2fab7f1b2e7.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040684.jpg/cf9f871a-0062-42e5-9bb3-053d8111ec67_53972ef5-9f95-46b0-97e0-c6408b09faa8.png,Synuchus impunctatus,Agonum octopunctatum,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051598.jpg/bce47839-6187-48c6-abe8-4655dfa89c9b_e3cc4944-9527-4be0-9f21-a0a02afa3e2b.png,Calathus advena,Harpalus opacipennis,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040691.jpg/749b24b8-e5a9-4da2-acc2-e9203ca7d9af_18914675-69bc-485e-837f-266626762f41.png,Pterostichus novus,Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus melanarius melanarius,Pterostichus melanarius melanarius,Pterostichus melanarius melanarius,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046184.jpg/880a1bf6-3f27-4807-b436-cda3ffa84070_96bb5b08-2200-4681-9c04-61a5b874b5a9.png,Pterostichus coracinus,Pterostichus coracinus,Pterostichus protractus,Pterostichus coracinus,Pterostichus lachrymosus,Pterostichus melanarius melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus melanarius melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051559.jpg/eb263771-85e3-48da-9618-6c0f6d2a4025_1c63b97a-c6df-4a66-80f8-7d423851fa19.png,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046081.jpg/e6d7f52c-5e62-40fc-9cda-68900afb8711_1d0900de-d0e2-4502-9144-a4b57046aad7.png,Carabus goryi,Carabus taedatus,Pterostichus melanarius melanarius,Pterostichus melanarius melanarius,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Pterostichus melanarius melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051587.jpg/3ad520f7-2152-4177-a05a-8dec16258b0e_e50034fe-4dec-4889-adb7-06e933778547.png,Calathus advena,Harpalus paratus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051576.jpg/61f9650b-9ca0-4583-9dd6-4ed2f59da013_bcdd2fce-4207-435c-90f8-fbc802fae62e.png,Calathus advena,Pterostichus restrictus,Pterostichus restrictus,Calathus advena,Calathus advena,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040717.jpg/e138a527-48fb-442a-a1c1-c859d7e98d67_dbd7df3a-8e42-42c3-b83d-a351cd57745c.png,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000012432.jpg/4beb5b2e-128a-4848-8cd7-528659ba2362_dd1ce63d-1566-467b-ada7-413f63110c01.png,Carabus goryi,Scaphinotus angusticollis,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051585.jpg/6bb5c268-fde1-4cee-a5e9-c54a93621fcd_2b68d61e-b6dd-4fff-884c-5fbe1eb3038b.png,Calathus advena,Cymindis cribricollis,Calathus advena,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Pterostichus restrictus,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033690.jpg/162529a5-3771-46d6-8efc-843423dd6f7b_2e49562f-6b3d-4542-ad43-b8ce55566efc.png,Cymindis cribricollis,Cymindis cribricollis,Synuchus impunctatus,Cymindis cribricollis,Synuchus impunctatus,Cymindis cribricollis,Cymindis neglecta,Synuchus impunctatus,Cymindis neglecta
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051580.jpg/62aa76c0-b1eb-472b-a934-6b14e8a0b45b_c50168b3-e78f-482f-801b-8cc75248d739.png,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Calathus advena,Pterostichus restrictus,Calathus advena,Calathus advena,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051598.jpg/1420ff2f-cdcc-4af9-860f-d3b8070b37f6_36969d15-9c2a-4717-852b-781810c9aee7.png,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051542.jpg/e8040a47-2e74-4e0c-90e3-3882c9cfed87_74aa9812-eedb-48bd-bb4e-85d94fc9b8d6.png,Harpalus paratus,Harpalus amputatus,Harpalus amputatus,Calathus advena,Calathus advena,Calathus advena,Harpalus amputatus,Calathus advena,Harpalus paratus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033653.jpg/b0d0b921-d0fe-42ec-aeec-01f570ce96a5_744f139e-7fe8-43d0-973b-828e137cccc1.png,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046073.jpg/227bd6c8-2f9f-426a-af38-0d5978037822_6fb4030e-d84f-4780-94ee-43c419967683.png,Carabus goryi,Pterostichus coracinus,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051596.jpg/0987d70e-1d92-4ff7-9086-804f1f010671_f7b16720-06ff-46e0-add5-1060a490fa81.png,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008916.jpg/51c92f09-4aae-46f7-92f8-c067abebcef1_82d70cc2-640e-4dea-aae6-66b86204dbdd.png,Pterostichus melanarius,Pterostichus acutipes acutipes,Pterostichus acutipes acutipes,Cyclotrachelus torvus,Calathus advena,Pterostichus melanarius melanarius,Pterostichus melanarius melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040722.jpg/425eeaff-c93e-4607-9bd9-5dfff1fd9d31_d26bee0b-e2a2-425c-9e81-7f2311fa12f2.png,Synuchus impunctatus,Pterostichus restrictus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008920.jpg/4dfa5c81-789d-4307-8eea-189c95c8edc6_603cbea1-075a-41e9-9799-5ebdcd9bac95.png,Pterostichus melanarius melanarius,Pterostichus novus,Pterostichus melanarius melanarius,Pterostichus melanarius melanarius,Pterostichus lachrymosus,Pterostichus melanarius melanarius,Pterostichus lachrymosus,Pterostichus melanarius melanarius,Pterostichus melanarius melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/RMNP_012.S.20180723.CALADV.01(16).jpg/9b83c017-a70e-4a34-94af-862c8ef9442a_4ac5938e-9fe3-44ed-a657-624151329299.png,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051554.jpg/0ccee7b7-d15a-40cf-8b02-bfd1611931d3_c59e7630-3ab9-4ce2-94f8-dfc576108161.png,Calathus advena,Harpalus amputatus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Harpalus paratus,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051555_1.jpg/f3972a35-4bc8-4d63-8c27-d4a96f57cf0c_c5dfe3cb-c597-429a-9991-718c82cae1e9.png,Calathus advena,Harpalus paratus,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000009162.jpg/89f56085-36f4-454d-b60e-3d45cb5f7d3e_5d0adce5-9cf4-41f9-b66c-dd49f3e55b22.png,Pterostichus melanarius,Carabus goryi,Pterostichus melanarius,Pterostichus melanarius,Carabus goryi,Pterostichus melanarius,Pterostichus melanarius,Carabus goryi,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/CPER_006.E.20180524.AXIBIP.01(11).jpg/54af5eb6-bfab-4c18-b3bd-af0844c985e7_09c919f6-4ecc-4b84-98a8-dbb05ce71004.png,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,Axinopalpus biplagiatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051170.jpg/26b8b4d5-58cb-4ff6-a4cd-172ca83596d5_740a5967-16f3-4865-9397-707f9d990ba2.png,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Synuchus impunctatus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046108.jpg/4731ea38-5284-4074-843d-fcd59062ca3d_8fe7a038-2bdd-4bc7-8118-93dd37bb6afc.png,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051170.jpg/651c13be-d258-46ec-972e-b3649d470043_48bc107f-3ba4-4ba9-b5e7-3a0b6c02636f.png,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033572.jpg/39df1065-6b8e-4e6f-837a-0c14b98b658b_203cef01-eab8-4d31-9fb7-88b376994f49.png,Synuchus impunctatus,Pterostichus restrictus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051584.jpg/960971fc-1885-4625-a4b0-dadf377aa41d_55bc2edf-65f5-4d89-8519-b2ac55bf264d.png,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Synuchus impunctatus,Pterostichus restrictus,Synuchus impunctatus,Synuchus impunctatus,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/RMNP_007.S.20180723.CALADV.01(23).jpg/fd085516-ea02-48b1-a814-7c7fe7e7f083_7bad872d-5006-4756-8304-9d7ecfdc8d53.png,Calathus advena,Synuchus impunctatus,Calathus advena,Calathus advena,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033573.jpg/07a73099-8c9a-4c01-8a3e-26e3e9fda598_6c39a1c6-6c3e-4380-8bc8-d2c89655a596.png,Cymindis cribricollis,Cymindis cribricollis,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Cymindis cribricollis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051190.jpg/a3c28baa-b4b6-4ea7-8e08-bb3d0fa22d2f_07dfdbf6-9e3b-4e96-aa12-80bba0ec2d00.png,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000041416.jpg/33399462-2925-48d5-9625-6bb33942f3a0_c7da954a-8eac-4113-887b-25be092534d7.png,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus,Harpalus pensylvanicus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050029.jpg/7001902d-93c4-4caf-8a49-4122f6c68446_d4b1c553-7623-4d2f-8739-082fabd8f25f.png,Cyclotrachelus torvus,Pterostichus protractus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Carabus goryi,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046116.jpg/18599c7a-9365-42cd-9207-892d124c05a0_42182182-c22a-486e-8869-af3a867de54e.png,Pterostichus lachrymosus,Pterostichus melanarius melanarius,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/GRSM_022.20180417.CARGOR.01.jpg/c0dc79d9-e28f-41e4-8b7e-7f07948224d3_586253e2-0a66-4450-a780-929bc72ae249.png,Carabus goryi,Carabus goryi,Carabus goryi,Pterostichus lachrymosus,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
